date,station_pk,fuel,price
2021-01-05,1933,95,1.018
2021-01-05,1933,dizel,1.086
2021-01-05,1934,100,1.152
2021-01-05,1934,95,1.018
2021-01-05,1934,dizel,1.086
2021-01-05,1935,100,1.152
2021-01-05,1935,95,1.018
2021-01-05,1935,dizel,1.086
2021-01-05,1936,95,1.018
2021-01-05,1936,dizel,1.086
2021-01-05,1937,95,1.018
2021-01-05,1937,dizel,1.086
2021-01-05,1938,95,1.018
2021-01-05,1938,dizel,1.086
2021-01-05,1939,95,1.018
2021-01-05,1939,dizel,1.086
2021-01-05,1940,95,1.018
2021-01-05,1940,dizel,1.086
2021-01-05,1941,95,1.018
2021-01-05,1941,dizel,1.086
2021-01-05,1942,100,1.152
2021-01-05,1942,95,1.018
2021-01-05,1942,dizel,1.086
2021-01-05,1943,100,1.152
2021-01-05,1943,95,1.018
2021-01-05,1943,dizel,1.086
2021-01-05,1944,95,1.018
2021-01-05,1944,dizel,1.086
2021-01-05,1945,100,1.202
2021-01-05,1945,95,1.067
2021-01-05,1946,95,1.018
2021-01-05,1946,dizel,1.086
2021-01-05,1947,100,1.152
2021-01-05,1947,95,1.018
2021-01-05,1947,dizel,1.086
2021-01-05,1948,100,1.152
2021-01-05,1948,95,1.018
2021-01-05,1948,dizel,1.086
2021-01-05,1949,100,1.202
2021-01-05,1949,95,1.067
2021-01-05,1950,100,1.152
2021-01-05,1950,95,1.018
2021-01-05,1950,dizel,1.086
2021-01-05,1951,100,1.152
2021-01-05,1951,95,1.018
2021-01-05,1951,dizel,1.086
2021-01-05,1952,100,1.152
2021-01-05,1952,95,1.018
2021-01-05,1952,dizel,1.086
2021-01-05,1953,95,1.018
2021-01-05,1953,dizel,1.086
2021-01-05,1954,100,1.152
2021-01-05,1954,95,1.018
2021-01-05,1954,dizel,1.086
2021-01-05,1955,100,1.152
2021-01-05,1955,95,1.018
2021-01-05,1955,dizel,1.086
2021-01-05,1956,100,1.152
2021-01-05,1956,95,1.018
2021-01-05,1956,dizel,1.086
2021-01-05,1957,100,1.152
2021-01-05,1957,95,1.018
2021-01-05,1957,dizel,1.086
2021-01-05,1958,100,1.152
2021-01-05,1958,95,1.018
2021-01-05,1958,dizel,1.086
2021-01-05,1959,100,1.152
2021-01-05,1959,95,1.018
2021-01-05,1959,dizel,1.086
2021-01-05,1960,100,1.152
2021-01-05,1960,95,1.018
2021-01-05,1960,dizel,1.086
2021-01-05,1961,100,1.152
2021-01-05,1961,95,1.018
2021-01-05,1961,dizel,1.086
2021-01-05,1962,100,1.152
2021-01-05,1962,95,1.018
2021-01-05,1962,dizel,1.086
2021-01-05,1963,100,1.152
2021-01-05,1963,95,1.018
2021-01-05,1963,dizel,1.086
