date,station_pk,fuel,price
2020-10-02,810,dizel,1.000
2020-10-02,811,95,1.000
2020-10-02,811,dizel,1.000
2020-10-02,812,100,1.129
2020-10-02,812,95,1.000
2020-10-02,812,dizel,1.000
2020-10-02,813,100,1.129
2020-10-02,813,95,1.000
2020-10-02,813,dizel,1.000
2020-10-02,814,100,1.129
2020-10-02,814,95,1.000
2020-10-02,814,KOEL,0.777
2020-10-02,814,dizel,1.000
2020-10-02,815,100,1.129
2020-10-02,815,95,1.000
2020-10-02,815,KOEL,0.777
2020-10-02,815,dizel,1.000
2020-10-02,816,100,1.129
2020-10-02,816,95,1.000
2020-10-02,816,dizel,1.000
2020-10-02,817,100,1.129
2020-10-02,817,95,1.000
2020-10-02,817,dizel,1.000
2020-10-02,818,100,1.129
2020-10-02,818,95,1.000
2020-10-02,818,dizel,1.000
2020-10-02,819,100,1.129
2020-10-02,819,95,1.000
2020-10-02,819,dizel,1.000
2020-10-02,820,100,1.129
2020-10-02,820,95,1.000
2020-10-02,820,dizel,1.000
2020-10-02,821,100,1.129
2020-10-02,821,95,1.000
2020-10-02,821,KOEL,0.777
2020-10-02,821,dizel,1.000
2020-10-02,822,100,1.129
2020-10-02,822,95,1.000
2020-10-02,822,dizel,1.000
2020-10-02,823,100,1.169
2020-10-02,823,95,1.039
2020-10-02,823,dizel,1.029
2020-10-02,823,dizel-premium,1.239
2020-10-02,824,95,1.000
2020-10-02,824,dizel,1.000
2020-10-02,825,100,1.129
2020-10-02,825,95,1.000
2020-10-02,825,dizel,1.000
2020-10-02,826,100,1.129
2020-10-02,826,95,1.000
2020-10-02,826,KOEL,0.777
2020-10-02,826,dizel,1.000
2020-10-02,827,95,1.000
2020-10-02,827,dizel,1.000
2020-10-02,828,100,1.169
2020-10-02,828,95,1.039
2020-10-02,828,avtoplin-lpg,0.587
2020-10-02,828,dizel,1.029
2020-10-02,828,dizel-premium,1.239
2020-10-02,829,100,1.129
2020-10-02,829,95,1.000
2020-10-02,829,KOEL,0.777
2020-10-02,829,dizel,1.000
2020-10-02,830,100,1.129
2020-10-02,830,95,1.000
2020-10-02,830,dizel,1.000
2020-10-02,831,100,1.129
2020-10-02,831,95,1.000
2020-10-02,831,KOEL,0.777
2020-10-02,831,dizel,1.000
2020-10-02,832,95,1.000
2020-10-02,832,dizel,1.000
2020-10-02,833,100,1.129
2020-10-02,833,95,1.000
2020-10-02,833,dizel,1.000
2020-10-02,834,100,1.129
2020-10-02,834,95,1.000
2020-10-02,834,KOEL,0.777
2020-10-02,834,dizel,1.000
2020-10-02,835,100,1.129
2020-10-02,835,95,1.000
2020-10-02,835,KOEL,0.805
2020-10-02,835,dizel,1.000
2020-10-02,836,100,1.129
2020-10-02,836,95,1.000
2020-10-02,836,KOEL,0.777
2020-10-02,836,dizel,1.000
2020-10-02,837,100,1.169
2020-10-02,837,95,1.039
2020-10-02,837,dizel,1.029
2020-10-02,837,dizel-premium,1.239
2020-10-02,838,100,1.129
2020-10-02,838,95,1.000
2020-10-02,838,KOEL,0.777
2020-10-02,838,dizel,1.000
2020-10-02,839,100,1.129
2020-10-02,839,95,1.000
2020-10-02,839,dizel,1.000
2020-10-02,840,100,1.129
2020-10-02,840,95,1.000
2020-10-02,840,dizel,1.000
2020-10-02,841,100,1.129
2020-10-02,841,95,1.000
2020-10-02,841,dizel,1.000
2020-10-02,842,100,1.129
2020-10-02,842,95,1.000
2020-10-02,842,KOEL,0.777
2020-10-02,842,dizel,1.000
2020-10-02,843,100,1.129
2020-10-02,843,95,1.000
2020-10-02,843,KOEL,0.777
2020-10-02,843,dizel,1.000
2020-10-02,844,100,1.169
2020-10-02,844,95,1.039
2020-10-02,844,avtoplin-lpg,0.587
2020-10-02,844,dizel,1.029
2020-10-02,844,dizel-premium,1.239
2020-10-02,845,100,1.169
2020-10-02,845,95,1.039
2020-10-02,845,avtoplin-lpg,0.587
2020-10-02,845,dizel,1.029
2020-10-02,845,dizel-premium,1.239
2020-10-02,846,100,1.129
2020-10-02,846,95,1.000
2020-10-02,846,KOEL,0.777
2020-10-02,846,dizel,1.000
2020-10-02,847,95,1.039
2020-10-02,847,avtoplin-lpg,0.587
2020-10-02,847,dizel,1.029
2020-10-02,847,dizel-premium,1.239
2020-10-02,848,95,1.039
2020-10-02,848,avtoplin-lpg,0.587
2020-10-02,848,dizel,1.029
2020-10-02,848,dizel-premium,1.239
2020-10-02,849,100,1.129
2020-10-02,849,95,1.000
2020-10-02,849,dizel,1.000
2020-10-02,850,100,1.129
2020-10-02,850,95,1.000
2020-10-02,850,dizel,1.000
2020-10-02,851,100,1.129
2020-10-02,851,95,1.000
2020-10-02,851,dizel,1.000
2020-10-02,852,95,1.000
2020-10-02,852,dizel,1.000
2020-10-02,853,100,1.129
2020-10-02,853,95,1.000
2020-10-02,853,dizel,1.000
2020-10-02,854,100,1.129
2020-10-02,854,95,1.000
2020-10-02,854,dizel,1.000
2020-10-02,855,100,1.129
2020-10-02,855,95,1.000
2020-10-02,855,KOEL,0.777
2020-10-02,855,dizel,1.000
2020-10-02,856,100,1.129
2020-10-02,856,95,1.000
2020-10-02,856,avtoplin-lpg,0.582
2020-10-02,856,dizel,1.000
2020-10-02,857,100,1.129
2020-10-02,857,95,1.000
2020-10-02,857,KOEL,0.777
2020-10-02,857,dizel,1.000
2020-10-02,858,100,1.129
2020-10-02,858,95,1.000
2020-10-02,858,KOEL,0.777
2020-10-02,858,dizel,1.000
2020-10-02,859,95,1.000
2020-10-02,859,dizel,1.000
2020-10-02,860,100,1.129
2020-10-02,860,95,1.000
2020-10-02,860,KOEL,0.777
2020-10-02,860,dizel,1.000
2020-10-02,861,100,1.169
2020-10-02,861,95,1.039
2020-10-02,861,avtoplin-lpg,0.587
2020-10-02,861,dizel,1.029
2020-10-02,861,dizel-premium,1.239
2020-10-02,862,100,1.129
2020-10-02,862,95,1.000
2020-10-02,862,KOEL,0.777
2020-10-02,862,dizel,1.000
2020-10-02,863,100,1.169
2020-10-02,863,95,1.029
2020-10-02,863,KOEL,0.777
2020-10-02,863,avtoplin-lpg,0.587
2020-10-02,863,dizel,1.019
2020-10-02,864,100,1.169
2020-10-02,864,95,1.029
2020-10-02,864,dizel,1.019
2020-10-02,865,100,1.129
2020-10-02,865,95,1.000
2020-10-02,865,KOEL,0.777
2020-10-02,865,dizel,1.000
2020-10-02,866,100,1.129
2020-10-02,866,95,1.000
2020-10-02,866,dizel,1.000
2020-10-02,867,100,1.129
2020-10-02,867,95,1.000
2020-10-02,867,dizel,1.000
2020-10-02,868,100,1.129
2020-10-02,868,95,1.000
2020-10-02,868,dizel,1.000
2020-10-02,869,100,1.129
2020-10-02,869,95,1.000
2020-10-02,869,KOEL,0.777
2020-10-02,869,dizel,1.000
2020-10-02,870,100,1.129
2020-10-02,870,95,1.000
2020-10-02,870,dizel,1.000
2020-10-02,871,100,1.129
2020-10-02,871,95,1.000
2020-10-02,871,KOEL,0.777
2020-10-02,871,dizel,1.000
2020-10-02,872,100,1.129
2020-10-02,872,95,1.000
2020-10-02,872,dizel,1.000
2020-10-02,873,100,1.129
2020-10-02,873,95,1.000
2020-10-02,873,dizel,1.000
2020-10-02,874,100,1.129
2020-10-02,874,95,1.000
2020-10-02,874,KOEL,0.777
2020-10-02,874,dizel,1.000
2020-10-02,875,100,1.129
2020-10-02,875,95,1.000
2020-10-02,875,KOEL,0.777
2020-10-02,875,dizel,1.000
2020-10-02,876,100,1.129
2020-10-02,876,95,1.000
2020-10-02,876,KOEL,0.777
2020-10-02,876,dizel,1.000
2020-10-02,1548,100,1.126
2020-10-02,1548,95,1.000
2020-10-02,1548,dizel,1.000
2020-10-02,1549,100,1.126
2020-10-02,1549,95,1.000
2020-10-02,1549,dizel,1.000
2020-10-02,1550,100,1.126
2020-10-02,1550,95,1.000
2020-10-02,1550,dizel,1.000
2020-10-02,1551,100,1.126
2020-10-02,1551,95,1.000
2020-10-02,1551,dizel,1.000
2020-10-02,1551,dizel-premium,1.100
2020-10-02,1552,100,1.126
2020-10-02,1552,95,1.000
2020-10-02,1552,dizel,1.000
2020-10-02,1552,dizel-premium,1.100
2020-10-02,1553,100,1.126
2020-10-02,1553,95,1.000
2020-10-02,1553,dizel,1.000
2020-10-02,1554,100,1.126
2020-10-02,1554,95,1.000
2020-10-02,1554,dizel,1.000
2020-10-02,1555,100,1.126
2020-10-02,1555,95,1.000
2020-10-02,1555,dizel,1.000
2020-10-02,1555,dizel-premium,1.100
2020-10-02,1556,100,1.126
2020-10-02,1556,95,1.000
2020-10-02,1556,dizel,1.000
2020-10-02,1556,dizel-premium,1.100
2020-10-02,1557,100,1.126
2020-10-02,1557,95,1.000
2020-10-02,1557,dizel,1.000
2020-10-02,1557,dizel-premium,1.100
2020-10-02,1558,100,1.126
2020-10-02,1558,95,1.000
2020-10-02,1558,dizel,1.000
2020-10-02,1559,100,1.150
2020-10-02,1559,95,1.031
2020-10-02,1559,KOEL,0.965
2020-10-02,1559,avtoplin-lpg,0.583
2020-10-02,1559,dizel,1.024
2020-10-02,1559,dizel-premium,1.232
2020-10-02,1560,100,1.126
2020-10-02,1560,95,1.000
2020-10-02,1560,avtoplin-lpg,0.583
2020-10-02,1560,dizel,1.000
2020-10-02,1561,100,1.126
2020-10-02,1561,95,1.000
2020-10-02,1561,KOEL,0.778
2020-10-02,1561,avtoplin-lpg,0.578
2020-10-02,1561,dizel,1.000
2020-10-02,1562,100,1.126
2020-10-02,1562,95,1.000
2020-10-02,1562,dizel,1.000
2020-10-02,1563,100,1.126
2020-10-02,1563,95,1.000
2020-10-02,1563,dizel,1.000
2020-10-02,1564,100,1.126
2020-10-02,1564,95,1.000
2020-10-02,1564,KOEL,0.778
2020-10-02,1564,dizel,1.000
2020-10-02,1565,100,1.126
2020-10-02,1565,95,1.000
2020-10-02,1565,dizel,1.000
2020-10-02,1566,100,1.126
2020-10-02,1566,95,1.000
2020-10-02,1566,avtoplin-lpg,0.583
2020-10-02,1566,dizel,1.000
2020-10-02,1567,100,1.126
2020-10-02,1567,95,1.000
2020-10-02,1567,dizel,1.000
2020-10-02,1568,100,1.150
2020-10-02,1568,95,1.031
2020-10-02,1568,avtoplin-lpg,0.575
2020-10-02,1568,dizel,1.024
2020-10-02,1568,dizel-premium,1.232
2020-10-02,1569,100,1.126
2020-10-02,1569,95,1.000
2020-10-02,1569,dizel,1.000
2020-10-02,1570,100,1.126
2020-10-02,1570,95,1.000
2020-10-02,1570,dizel,1.000
2020-10-02,1571,100,1.126
2020-10-02,1571,95,1.000
2020-10-02,1571,avtoplin-lpg,0.583
2020-10-02,1571,dizel,1.000
2020-10-02,1572,100,1.126
2020-10-02,1572,95,1.000
2020-10-02,1572,dizel,1.000
2020-10-02,1573,100,1.126
2020-10-02,1573,95,1.000
2020-10-02,1573,dizel,1.000
2020-10-02,1574,100,1.126
2020-10-02,1574,95,1.000
2020-10-02,1574,dizel,1.000
2020-10-02,1575,100,1.126
2020-10-02,1575,95,1.000
2020-10-02,1575,dizel,1.000
2020-10-02,1576,100,1.126
2020-10-02,1576,95,1.000
2020-10-02,1576,dizel,1.000
2020-10-02,1577,100,1.126
2020-10-02,1577,95,1.000
2020-10-02,1577,dizel,1.000
2020-10-02,1578,100,1.126
2020-10-02,1578,95,1.000
2020-10-02,1578,dizel,1.000
2020-10-02,1579,100,1.126
2020-10-02,1579,95,1.000
2020-10-02,1579,dizel,1.000
2020-10-02,1580,100,1.126
2020-10-02,1580,95,1.000
2020-10-02,1580,avtoplin-lpg,0.583
2020-10-02,1580,dizel,1.000
2020-10-02,1581,100,1.126
2020-10-02,1581,95,1.000
2020-10-02,1581,avtoplin-lpg,0.578
2020-10-02,1581,dizel,1.000
2020-10-02,1582,100,1.126
2020-10-02,1582,95,1.000
2020-10-02,1582,KOEL,0.778
2020-10-02,1582,avtoplin-lpg,0.578
2020-10-02,1582,dizel,1.000
2020-10-02,1583,100,1.126
2020-10-02,1583,95,1.000
2020-10-02,1583,KOEL,0.778
2020-10-02,1583,dizel,1.000
2020-10-02,1584,100,1.126
2020-10-02,1584,95,1.000
2020-10-02,1584,KOEL,0.778
2020-10-02,1584,dizel,1.000
2020-10-02,1585,100,1.126
2020-10-02,1585,95,1.000
2020-10-02,1585,KOEL,0.778
2020-10-02,1585,dizel,1.000
2020-10-02,1586,100,1.126
2020-10-02,1586,95,1.000
2020-10-02,1586,KOEL,0.778
2020-10-02,1586,dizel,1.000
2020-10-02,1587,100,1.126
2020-10-02,1587,95,1.000
2020-10-02,1587,KOEL,0.778
2020-10-02,1587,dizel,1.000
2020-10-02,1588,100,1.126
2020-10-02,1588,95,1.000
2020-10-02,1588,KOEL,0.778
2020-10-02,1588,dizel,1.000
2020-10-02,1589,100,1.126
2020-10-02,1589,95,1.000
2020-10-02,1589,dizel,1.000
2020-10-02,1590,100,1.126
2020-10-02,1590,95,1.000
2020-10-02,1590,dizel,1.000
2020-10-02,1591,100,1.126
2020-10-02,1591,95,1.000
2020-10-02,1591,dizel,1.000
2020-10-02,1592,100,1.126
2020-10-02,1592,95,1.000
2020-10-02,1592,KOEL,0.778
2020-10-02,1592,dizel,1.000
2020-10-02,1593,100,1.126
2020-10-02,1593,95,1.000
2020-10-02,1593,avtoplin-lpg,0.578
2020-10-02,1593,dizel,1.000
2020-10-02,1921,100,1.126
2020-10-02,1921,95,1.000
2020-10-02,1921,dizel,1.000
2020-10-02,1922,95,1.000
2020-10-02,1922,KOEL,0.778
2020-10-02,1922,dizel,1.000
2020-10-02,1923,100,1.150
2020-10-02,1923,95,1.031
2020-10-02,1923,avtoplin-lpg,0.583
2020-10-02,1923,dizel,1.024
2020-10-02,1924,95,1.000
2020-10-02,1924,KOEL,0.778
2020-10-02,1924,dizel,1.000
2020-10-02,1925,95,1.000
2020-10-02,1925,KOEL,0.778
2020-10-02,1925,dizel,1.000
2020-10-02,1926,95,1.000
2020-10-02,1926,KOEL,0.778
2020-10-02,1926,dizel,1.000
2020-10-02,1927,95,1.000
2020-10-02,1927,dizel,1.000
2020-10-02,1928,100,1.126
2020-10-02,1928,95,1.000
2020-10-02,1928,KOEL,0.778
2020-10-02,1928,dizel,1.000
2020-10-02,1929,100,1.126
2020-10-02,1929,95,1.000
2020-10-02,1929,KOEL,0.778
2020-10-02,1929,dizel,1.000
2020-10-02,1930,95,1.000
2020-10-02,1930,KOEL,0.778
2020-10-02,1930,dizel,1.000
2020-10-02,1931,95,1.000
2020-10-02,1931,KOEL,0.778
2020-10-02,1931,dizel,1.000
2020-10-02,1932,95,1.000
2020-10-02,1932,KOEL,0.778
2020-10-02,1932,dizel,1.000
2020-10-02,1933,95,1.000
2020-10-02,1933,KOEL,0.778
2020-10-02,1933,dizel,1.000
2020-10-02,1934,100,1.126
2020-10-02,1934,95,1.000
2020-10-02,1934,dizel,1.000
2020-10-02,1935,100,1.126
2020-10-02,1935,95,1.000
2020-10-02,1935,KOEL,0.778
2020-10-02,1935,dizel,1.000
2020-10-02,1936,95,1.000
2020-10-02,1936,KOEL,0.778
2020-10-02,1936,dizel,1.000
2020-10-02,1937,95,1.000
2020-10-02,1937,KOEL,0.778
2020-10-02,1937,dizel,1.000
2020-10-02,1938,95,1.000
2020-10-02,1938,KOEL,0.778
2020-10-02,1938,dizel,1.000
2020-10-02,1939,95,1.000
2020-10-02,1939,KOEL,0.778
2020-10-02,1939,dizel,1.000
2020-10-02,1940,95,1.000
2020-10-02,1940,KOEL,0.778
2020-10-02,1940,dizel,1.000
2020-10-02,1941,95,1.000
2020-10-02,1941,dizel,1.000
2020-10-02,1942,100,1.126
2020-10-02,1942,95,1.000
2020-10-02,1942,KOEL,0.778
2020-10-02,1942,dizel,1.000
2020-10-02,1943,100,1.126
2020-10-02,1943,95,1.000
2020-10-02,1943,KOEL,0.778
2020-10-02,1943,avtoplin-lpg,0.583
2020-10-02,1943,dizel,1.000
2020-10-02,1944,95,1.000
2020-10-02,1944,KOEL,0.778
2020-10-02,1944,dizel,1.000
2020-10-02,1945,100,1.150
2020-10-02,1945,95,1.031
2020-10-02,1945,avtoplin-lpg,0.583
2020-10-02,1945,dizel,1.024
2020-10-02,1946,95,1.000
2020-10-02,1946,KOEL,0.778
2020-10-02,1946,dizel,1.000
2020-10-02,1947,100,1.126
2020-10-02,1947,95,1.000
2020-10-02,1947,KOEL,0.778
2020-10-02,1947,dizel,1.000
2020-10-02,1948,100,1.126
2020-10-02,1948,95,1.000
2020-10-02,1948,KOEL,0.778
2020-10-02,1948,avtoplin-lpg,0.583
2020-10-02,1948,dizel,1.000
2020-10-02,1949,100,1.150
2020-10-02,1949,95,1.031
2020-10-02,1949,avtoplin-lpg,0.583
2020-10-02,1949,dizel,1.024
2020-10-02,1949,dizel-premium,1.232
2020-10-02,1950,100,1.126
2020-10-02,1950,95,1.000
2020-10-02,1950,KOEL,0.778
2020-10-02,1950,dizel,1.000
2020-10-02,1951,100,1.126
2020-10-02,1951,95,1.000
2020-10-02,1951,KOEL,0.778
2020-10-02,1951,avtoplin-lpg,0.583
2020-10-02,1951,dizel,1.000
2020-10-02,1952,100,1.126
2020-10-02,1952,95,1.000
2020-10-02,1952,avtoplin-lpg,0.583
2020-10-02,1952,dizel,1.000
2020-10-02,1953,95,1.000
2020-10-02,1953,KOEL,0.778
2020-10-02,1953,dizel,1.000
2020-10-02,1954,100,1.126
2020-10-02,1954,95,1.000
2020-10-02,1954,KOEL,0.778
2020-10-02,1954,dizel,1.000
2020-10-02,1955,100,1.126
2020-10-02,1955,95,1.000
2020-10-02,1955,dizel,1.000
2020-10-02,1956,100,1.126
2020-10-02,1956,95,1.000
2020-10-02,1956,avtoplin-lpg,0.583
2020-10-02,1956,dizel,1.000
2020-10-02,1957,100,1.126
2020-10-02,1957,95,1.000
2020-10-02,1957,KOEL,0.778
2020-10-02,1957,avtoplin-lpg,0.583
2020-10-02,1957,dizel,1.000
2020-10-02,1958,100,1.126
2020-10-02,1958,95,1.000
2020-10-02,1958,KOEL,0.778
2020-10-02,1958,dizel,1.000
2020-10-02,1959,100,1.126
2020-10-02,1959,95,1.000
2020-10-02,1959,dizel,1.000
2020-10-02,1960,100,1.126
2020-10-02,1960,95,1.000
2020-10-02,1960,dizel,1.000
2020-10-02,1961,100,1.126
2020-10-02,1961,95,1.000
2020-10-02,1961,KOEL,0.778
2020-10-02,1961,dizel,1.000
2020-10-02,1962,100,1.126
2020-10-02,1962,95,1.000
2020-10-02,1962,KOEL,0.778
2020-10-02,1962,avtoplin-lpg,0.583
2020-10-02,1962,dizel,1.000
2020-10-02,1963,100,1.126
2020-10-02,1963,95,1.000
2020-10-02,1963,KOEL,0.778
2020-10-02,1963,dizel,1.000
2020-10-02,1964,95,1.000
2020-10-02,1964,KOEL,0.778
2020-10-02,1964,dizel,1.000
2020-10-02,1965,95,1.000
2020-10-02,1965,KOEL,0.778
2020-10-02,1965,dizel,1.000
2020-10-02,1966,100,1.126
2020-10-02,1966,95,1.000
2020-10-02,1966,KOEL,0.778
2020-10-02,1966,dizel,1.000
2020-10-02,1967,95,1.000
2020-10-02,1967,KOEL,0.778
2020-10-02,1967,dizel,1.000
2020-10-02,1968,95,1.000
2020-10-02,1968,KOEL,0.778
2020-10-02,1968,dizel,1.000
2020-10-02,1969,100,1.126
2020-10-02,1969,95,1.000
2020-10-02,1969,KOEL,0.778
2020-10-02,1969,dizel,1.000
2020-10-02,1970,100,1.126
2020-10-02,1970,95,1.000
2020-10-02,1970,KOEL,0.778
2020-10-02,1970,avtoplin-lpg,0.583
2020-10-02,1970,dizel,1.000
2020-10-02,1971,100,1.126
2020-10-02,1971,95,1.000
2020-10-02,1971,dizel,1.000
2020-10-02,1972,100,1.126
2020-10-02,1972,95,1.000
2020-10-02,1972,KOEL,0.778
2020-10-02,1972,avtoplin-lpg,0.583
2020-10-02,1972,dizel,1.000
2020-10-02,1973,95,1.000
2020-10-02,1973,KOEL,0.778
2020-10-02,1973,dizel,1.000
2020-10-02,1974,95,1.000
2020-10-02,1974,KOEL,0.778
2020-10-02,1974,dizel,1.000
2020-10-02,1975,95,1.000
2020-10-02,1975,KOEL,0.778
2020-10-02,1975,dizel,1.000
2020-10-02,1976,100,1.150
2020-10-02,1976,95,1.031
2020-10-02,1976,avtoplin-lpg,0.583
2020-10-02,1976,dizel,1.024
2020-10-02,1977,100,1.150
2020-10-02,1977,95,1.031
2020-10-02,1977,avtoplin-lpg,0.583
2020-10-02,1977,dizel,1.024
2020-10-02,1977,dizel-premium,1.232
2020-10-02,1978,100,1.150
2020-10-02,1978,95,1.031
2020-10-02,1978,avtoplin-lpg,0.583
2020-10-02,1978,dizel,1.024
2020-10-02,1978,dizel-premium,1.232
2020-10-02,1979,100,1.126
2020-10-02,1979,95,1.000
2020-10-02,1979,KOEL,0.778
2020-10-02,1979,dizel,1.000
2020-10-02,1980,100,1.126
2020-10-02,1980,95,1.000
2020-10-02,1980,KOEL,0.778
2020-10-02,1980,dizel,1.000
2020-10-02,1981,100,1.126
2020-10-02,1981,95,1.000
2020-10-02,1981,dizel,1.000
2020-10-02,1982,95,1.000
2020-10-02,1982,KOEL,0.778
2020-10-02,1982,dizel,1.000
2020-10-02,1983,95,1.000
2020-10-02,1983,dizel,1.000
2020-10-02,1984,100,1.126
2020-10-02,1984,95,1.000
2020-10-02,1984,dizel,1.000
2020-10-02,1985,95,1.000
2020-10-02,1985,KOEL,0.778
2020-10-02,1985,dizel,1.000
2020-10-02,1986,100,1.126
2020-10-02,1986,95,1.000
2020-10-02,1986,KOEL,0.778
2020-10-02,1986,dizel,1.000
2020-10-02,1987,95,1.000
2020-10-02,1987,KOEL,0.778
2020-10-02,1987,dizel,1.000
2020-10-02,1988,95,1.000
2020-10-02,1988,KOEL,0.778
2020-10-02,1988,dizel,1.000
2020-10-02,1989,95,1.000
2020-10-02,1989,KOEL,0.778
2020-10-02,1989,dizel,1.000
2020-10-02,1990,100,1.126
2020-10-02,1990,95,1.000
2020-10-02,1990,avtoplin-lpg,0.583
2020-10-02,1990,dizel,1.000
2020-10-02,1991,95,1.000
2020-10-02,1991,KOEL,0.778
2020-10-02,1991,dizel,1.000
2020-10-02,1992,100,1.126
2020-10-02,1992,95,1.000
2020-10-02,1992,KOEL,0.778
2020-10-02,1992,dizel,1.000
2020-10-02,1993,100,1.126
2020-10-02,1993,95,1.000
2020-10-02,1993,KOEL,0.778
2020-10-02,1993,avtoplin-lpg,0.583
2020-10-02,1993,dizel,1.000
2020-10-02,1994,100,1.126
2020-10-02,1994,95,1.000
2020-10-02,1994,KOEL,0.778
2020-10-02,1994,avtoplin-lpg,0.583
