pk,name,address,zip_code,lat,lng,method,gurs_address,gurs_lat,gurs_lng,distance_m,error
2220,PETROL KOČEVJE - LJUBLJANSKA ZAHOD,LJUBLJANSKA CESTA 69A,1330,45.64870304,14.85374303,address,"Ljubljanska cesta 69a, 1330 Kočevje",45.64877,14.85372,8,
2221,PETROL ŽLEBIČ,BREŽE 1B,1310,45.76220176,14.70303872,address,"Breže 1b, 1310 Ribnica",45.76225,14.70302,6,
2222,PETROL KOČEVJE - LJUBLJANSKA VZHOD,LJUBLJANSKA CESTA 44,1330,45.64954924,14.85397187,address,"Ljubljanska cesta 44, 1330 Kočevje",45.64963,14.85401,9,
2223,PETROL PETRINA,PETRINA 10,1336,45.46509102,14.8550985,address,"Petrina 10, 1336 Kostel",45.46514,14.85516,7,
2224,PETROL LOŠKI POTOK,MALI LOG 2B,1318,45.717099,14.58622,address,"Mali Log 2b, 1318 Loški Potok",45.71703,14.58603,17,
2225,PETROL NOVO MESTO - TOPLIŠKA,TOPLIŠKA CESTA 9,8000,45.79863637,15.15095997,address,"Topliška cesta 9, 8000 Novo mesto",45.79869,15.15090,8,
2226,BS KOSTANJEVICA NA KRKI,KRŠKA CESTA 10,8311,45.85248233,15.42354624,address,"Krška cesta 10, 8311 Kostanjevica na Krki",45.85240,15.42348,10,
2227,PETROL NOVO MESTO - BRŠLJIN,LJUBLJANSKA CESTA 28A,8000,45.81628712,15.1547285,address,"Ljubljanska cesta 28a, 8000 Novo mesto",45.81634,15.15466,8,
2228,PETROL NOVO MESTO - ŽABJA VAS,BELOKRANJSKA CESTA 3,8000,45.797682,15.181242,address,"Belokranjska cesta 3, 8000 Novo mesto",45.79774,15.18117,9,
2229,PETROL STARINE AC - JUG,ZAGRAD PRI OTOČCU 111,8222,45.841312,15.217206,address,"Zagrad pri Otočcu 111, 8222 Otočec",45.84114,15.21734,22,
2230,PETROL STARINE AC - SEVER,ZAGRAD PRI OTOČCU 110,8222,45.841967,15.216726,address,"Zagrad pri Otočcu 110, 8222 Otočec",45.84209,15.21659,17,
2231,PETROL DUL AC - JUG,DOLENJI PODBORŠT PRI TREB. 50,8210,45.898858,15.026398,address,"Dolenji Podboršt pri Treb. 50, 8210 Trebnje",45.89877,15.02608,26,
2232,PETROL PODLEHNIK AC - ZAHOD,DEŽNO PRI PODLEHNIKU 2,2286,46.329098,15.878359,address,"Dežno pri Podlehniku 2, 2286 Podlehnik",46.32886,15.87827,27,
2233,PETROL MENGEŠ - KAMNIŠKA,KAMNIŠKA CESTA 60,1234,46.172911,14.577254,address,"Kamniška cesta 60, 1234 Mengeš",46.17310,14.57715,22,
2234,BS MOL TEZNO,Ptujska cesta 56,2000,46.537696,15.655975,address,"Ptujska cesta 56, 2000 Maribor",46.53748,15.65618,29,
2235,BS MOL KRANJ,Ulica Boštjana Hladnika 4,4000,46.230565,14.369373,address,"Cesta Boštjana Hladnika 4, 4000 Kranj",46.23060,14.36938,4,
2236,BS MOL PTUJ ORMOŠKA,Ormoška cesta 32,2250,46.41600383,15.88503332,address,"Ormoška cesta 32, 2250 Ptuj",46.41551,15.88496,55,
2237,BS MAXEN TRŽIČ,Cesta Ste Marie aux Mines bš,4290,46.3583296,14.2978288,reverse,"Cesta Ste Marie aux Mines 32, 4290 Tržič",46.35848,14.29742,36,missing house number
2238,BS MAXEN KOPER,Ulica 15. maja bš,6000,45.5371584,13.7323296,reverse,"Ulica 15.maja / Via XV maggio 12e, 6000 Koper - Capodistria",45.53727,13.73236,13,missing house number
2239,BS MAXEN NIZKA,Nizka bš,3332,46.3157792,14.9116624,reverse,"Nizka 21, 3332 Rečica ob Savinji",46.31557,14.91248,67,missing house number
2240,BS MAXEN GORNJA RADGONA,Ljutomerska cesta bš,9250,46.6636544,16.0091968,reverse,"Ljutomerska cesta 29b, 9250 Gornja Radgona",46.66395,16.00940,36,missing house number
2241,BS MAXEN BENEDIKT,Radgonska cesta bš,2234,46.6088,15.893144,reverse,"Industrijska cesta 1, 2234 Benedikt",46.60849,15.89338,39,missing house number
2242,BS MAXEN ČRNOMELJ,Ulica heroja Stariha bš,8340,45.5729152,15.1853056,reverse,"Ulica heroja Stariha 25, 8340 Črnomelj",45.57295,15.18564,26,missing house number
2243,BS MAXEN GRAD,Grad bš,9264,46.7978208,16.0886368,reverse,"Grad 190h, 9264 Grad",46.79778,16.08869,6,missing house number
2244,BS MAXEN DOLNJI LAKOŠ,Glavna ulica bš,9220,46.5525523,16.430912,reverse,"Glavna ulica / Fő utca 97, 9220 Lendava - Lendva",46.55263,16.43146,43,missing house number
2245,BS MAXEN SELNICA OB DRAVI,Spodnja Selnica bš,2352,46.5546048,15.5078896,reverse,"Zgornja Selnica 5a, 2352 Selnica ob Dravi",46.55501,15.50772,47,missing house number
2246,BS MAXEN LJUBLJANA-BTC,Argentinska ulica bš,1000,46.0665824,14.5488544,reverse,"Moskovska ulica 10, 1000 Ljubljana",46.06550,14.54808,134,missing house number
2247,BS MAXEN METLIKA,Mestni log bš,8330,45.6406592,15.3216016,reverse,"Mestni log 8, 8330 Metlika",45.64068,15.32199,30,missing house number
2248,BS MAXEN PREDGRAD,Paka pri Predgradu bš,8342,45.5025792,15.0603264,reverse,"Paka pri Predgradu 5, 8342 Stari trg ob Kolpi",45.50280,15.05944,73,missing house number
2249,BS MAXEN MEŽICA,Mariborska cesta bš,2392,46.5236096,14.8536976,reverse,"Mariborska cesta 1, 2392 Mežica",46.52417,14.85386,64,missing house number
2250,BS MAXEN KOČEVJE,Mrtvice bš,1332,45.6768128,14.827288,reverse,"Mrtvice 10, 1332 Stara Cerkev",45.67692,14.82794,52,missing house number
2251,BS MAXEN ŽUŽEMBERK,Grajski trg bš,8360,45.8333056,14.9274912,reverse,"Jurčičeva ulica 1, 8360 Žužemberk",45.83304,14.92807,54,missing house number
2252,BS MAXEN VELENJE,Črnova bš,3320,46.347808,15.1495248,reverse,"Črnova 33b, 3320 Velenje",46.34751,15.14950,33,missing house number
2253,BS MAXEN LOGATEC,Tržaška cesta bš,1370,45.9388,14.2365616,reverse,"Pod lipami 11, 1370 Logatec",45.93900,14.23667,24,missing house number
2254,BS MAXEN RIBNICA,Gorenjska cesta bš,1310,45.7490272,14.7190224,reverse,"Gorenjska cesta 76, 1310 Ribnica",45.74846,14.71863,70,missing house number
2255,BS MAXEN NOVO MESTO,Mirnopeška cesta bš,8000,45.8202208,15.1490384,reverse,"Livada 1a, 8000 Novo mesto",45.81922,15.14914,112,missing house number
2256,BS MAXEN KRANJ,Cesta Staneta Žagarja bš,4000,46.24224,14.3774704,reverse,"Cesta Staneta Žagarja 69, 4000 Kranj",46.24259,14.37851,89,missing house number
2257,BS MAXEN AJDOVŠČINA,Vipavska cesta bš,5270,45.8809344,13.9107888,reverse,"Vipavska cesta 6, 5270 Ajdovščina",45.88146,13.91133,72,missing house number
2258,SHELL KOPER,SERMIN 7C,6000,45.552486,13.762092,address,"Sermin / Sermin 7c, 6000 Koper - Capodistria",45.55249,13.76209,0,
2259,SHELL AJDOVŠČINA,MIRCE 20,5270,45.883317,13.891954,address,"Mirce 20, 5270 Ajdovščina",45.88364,13.89157,47,
2260,SHELL SEŽANA,PARTIZANSKA CESTA 79,6210,45.703002,13.850927,address,"Partizanska cesta 79, 6210 Sežana",45.70253,13.84893,164,
2261,SHELL VRTOJBA,IC POLJE,5290,45.921155,13.634505,reverse,"Polje 12, 5290 Šempeter pri Gorici",45.92099,13.63513,52,missing house number
2262,SHELL BIČ,BIČ 11,8213,45.924703,14.889676,address,"Bič 11, 8213 Veliki Gaber",45.92551,14.88662,253,
2263,SHELL ŠENČUR,POSLOVNA CONA 12A,4208,46.245779,14.410096,reverse,"Partizanska ulica 44, 4208 Šenčur",46.24578,14.41281,209,address not found
2264,SHELL JESENICE,SPODNJI PLAVZ 6B,4270,46.444186,14.026966,address,"Spodnji Plavž 6b, 4270 Jesenice",46.44417,14.03006,237,
2265,SHELL TRUCK CENTER MARIBOR FRAM,TURNEJEVA ULICA 35,2313,46.449892,15.651698,reverse,"Turnerjeva ulica 35, 2313 Fram",46.44998,15.65334,126,address not found
2266,SHELL FRAM MARIBOR RETAIL,TURNEJEVA ULICA 35,2313,46.449892,15.651698,reverse,"Turnerjeva ulica 35, 2313 Fram",46.44998,15.65334,126,address not found
2267,EKO-NAFTA d.o.o.,"Trimlini 65A, 9220 Lendava - Lendva",9220,46.5429019,16.4429144,address,"Trimlini / Hármasmalom 65a, 9220 Lendava - Lendva",46.54289,16.44294,2,
2268,BS Pesniška vrata,Pesnica pri Mariboru 32e,2211,46.601243,15.674333,address,"Pesnica pri Mariboru 32e, 2211 Pesnica pri Mariboru",46.60117,15.67463,24,
2269,Butan plin - črpalka avtoplina v Ljubljani,Verovškova ulica 70,1000,46.080815,14.501862,address,"Verovškova ulica 70, 1000 Ljubljana",46.08119,14.50219,49,
2270,Butan plin - črpalka avtoplina v Izoli,Polje 6a,6310,45.537987,13.670166,address,"Polje / Polje 6a, 6310 Izola - Isola",45.53778,13.67062,42,
2271,BS MOL MARIBOR STUDENCI,Ulica heroja Šercerja 60,2000,46.548645,15.620617,address,"Ulica heroja Šercerja 60, 2000 Maribor",46.54905,15.62070,45,
2272,PETROL BLED - SELIŠKA,SELIŠKA CESTA 4C,4260,46.370163,14.116395,address,"Seliška cesta 4c, 4260 Bled",46.37017,14.11633,5,
2273,ECO OIL MARIBOR,ZAGREBŠKA CESTA 24,2000,46.534411,15.6574563,address,"Zagrebška cesta 24, 2000 Maribor",46.53438,15.65723,18,
2274,ECO OIL LJUBLJANA,CELOVŠKA CESTA 206,1000,46.1044913,14.4534852,address,"Celovška cesta 206, 1000 Ljubljana",46.07979,14.48137,3488,
2275,ECO OIL TURNIŠČE,ULICA ŠTEFANA KOVAČA,9224,46.6209381,16.3199527,reverse,"Ulica Štefana Kovača 43, 9224 Turnišče",46.62096,16.31984,9,missing house number
2276,ECO OIL SEŽANA,PARTIZANSKA CESTA,6210,45.7047532,13.855647,reverse,"Partizanska cesta 73b, 6210 Sežana",45.70429,13.85573,52,missing house number
2283,BS MOL ŠALOVCI,Šalovci 168,9204,46.821993,16.278851,address,"Šalovci 168, 9204 Šalovci",46.82196,16.28035,114,
2284,BS MOL HOTIZA,Ložič 1,9220,46.551502,16.344579,address,"Ložič 1, 9220 Lendava - Lendva",46.55125,16.34434,33,
2285,BS MOL LENART,Kraigherjeva ulica 19,2230,46.579295,15.834392,address,"Kraigherjeva ulica 19, 2230 Lenart v Slov. goricah",46.57906,15.83441,26,
2286,BS MOL RADLJE OB DRAVI,Mariborska cesta 60,2360,46.612815,15.232126,address,"Mariborska cesta 60, 2360 Radlje ob Dravi",46.61278,15.23193,15,
2287,BS MOL LAŠKO,Celjska cesta 2,3270,46.162431,15.23171,address,"Celjska cesta 2, 3270 Laško",46.16229,15.23170,16,
2288,BS MOL PAY&GO TRŽIČ,Cesta Ste Marie aux mines 7,4290,46.358642,14.298618,address,"Cesta Ste Marie aux Mines 7, 4290 Tržič",46.35830,14.29861,38,
2289,BS MOL PAY&GO KRANJ,Šuceva ulica 23 a,4000,46.246355,14.378,address,"Šuceva ulica 23a, 4000 Kranj",46.24583,14.37792,59,
2290,BS MOL PAY&GO MEDVODE,Gorenjska cesta 12,1215,46.136526,14.417849,address,"Gorenjska cesta 12, 1215 Medvode",46.13578,14.41778,83,
2291,BS MOL PAY&GO LJUBLJANA TOPLARNIŠKA,Toplarniška ulica 4,1000,46.056904,14.541465,address,"Toplarniška ulica 4, 1000 Ljubljana",46.05640,14.54148,56,
2292,BS MOL PAY&GO LJUBLJANA TRŽAŠKA,Tržaška 429,1000,46.027435,14.4353,address,"Tržaška cesta 429, 1000 Ljubljana",46.02726,14.43520,21,
2293,BS MOL PAY&GO IVANČNA GORICA,Cesta 2. grupe odredov 4,1295,45.936326,14.805261,address,"Cesta 2. grupe odredov 4, 1295 Ivančna Gorica",45.93624,14.80500,22,
2294,BS MOL PAY&GO POSTOJNA,Industrijska cesta 4,6230,45.769831,14.197979,address,"Industrijska cesta 4, 6230 Postojna",45.76944,14.19753,56,
2295,BS MOL PAY&GO ILIRSKA BISTRICA,Vilharjeva cesta 58,6250,45.576279,14.23011,address,"Vilharjeva cesta 58, 6250 Ilirska Bistrica",45.57625,14.22915,75,
2296,DISCONT OiL - BS Maribor,Tržaška cesta 35,2000,46.529195,15.646512,address,"Tržaška cesta 35, 2000 Maribor",46.53027,15.64656,120,
2297,Agas Maribor,Perhavčeva ulica 15,2000,46.525107,15.667885,address,"Perhavčeva ulica 15, 2000 Maribor",46.52510,15.66789,1,
2299,Agas Slovenska Bistrica,Žolgarjeva ulica 25,2310,46.385204,15.576529,reverse,"Ulica Ivana Žolgerja 27, 2310 Slovenska Bistrica",46.38510,15.57674,20,address not found
2302,LOGO BENCINSKI SERVISI d.o.o. PE BREZOVICA,Tržaška cesta 358,1351,46.026026,14.4284534,address,"Tržaška cesta 358, 1351 Brezovica pri Ljubljani",46.02601,14.42824,17,
2303,Bencinski servis Tupaliče,Tupaliče 35a,4205,46.2955877,14.4297645,address,"Tupaliče 35a, 4205 Preddvor",46.29559,14.42990,10,
2304,Bencinski servis Velika Pirešica,Velika Pirešica 60,3310,46.28633117675781,15.176063537597656,address,"Velika Pirešica 60, 3310 Žalec",46.27688,15.18685,1338,
2305,Bencinski servis Škofja Loka,Grenc 57,4220,46.1730598,14.3212867,address,"Grenc 57, 4220 Škofja Loka",46.17312,14.32114,13,
2306,Bencinski servis Stella,Juršinci 81a,2256,46.4832476,15.965107,address,"Juršinci 81a, 2256 Juršinci",46.48328,15.96514,4,
2307,Bencinski servis Sodražica,cesta Notranjskega odreda 56,1317,45.76375961303711,14.63137435913086,address,"Cesta Notranjskega odreda 56, 1317 Sodražica",45.76585,14.62834,331,
2308,Tankomat Grosuplje,Ljubljanska cesta 66,1290,45.96573257446289,14.659423828125,address,"Ljubljanska cesta 66, 1290 Grosuplje",45.96831,14.66071,303,
2309,Tankomat Sežana,Cesta na Lenivec 32,6210,45.7087287902832,13.8604755401611,address,"Cesta na Lenivec 32, 6210 Sežana",45.70954,13.85854,175,
2310,Tankomat Jesenice,Cesta železarjev 8,4270,46.43106460571289,14.07077407836914,address,"Cesta železarjev 8, 4270 Jesenice",46.43148,14.06484,457,
2311,BS Merkantil KNEŽAK,KNEŽAK 3,6253,45.625625,14.239867,address,"Knežak 3, 6253 Knežak",45.62546,14.23985,18,
2312,HOJNIK Oil BS Leskovec,Leskovec 15,3000,46.259264,15.310556,reverse,"Zadobrova 59, 3211 Škofja vas",46.25977,15.30940,105,address not found
2313,West Oil BS Zavrč,Zavrč 8c,2283,46.3896077,16.05135585,address,"Zavrč 8c, 2283 Zavrč",46.38964,16.05137,4,
2314,BS DEMOL,Mislinjska Dobrava 49,2383,46.459512,15.137156,address,"Mislinjska Dobrava 49, 2383 Šmartno pri Slovenj Gradcu",46.45938,15.13702,18,
2315,Bencinski servis STRANICE,Osredek 33,3214,46.36054099833075,15.385325730057207,reverse,"Osredek pri Zrečah 33, 3214 Zreče",46.36033,15.38496,37,address not found
2316,BS Žihlava,Žihlava 15,9244,46.55,16.0396,address,"Žihlava 15, 9244 Sveti Jurij ob Ščavnici",46.55009,16.03959,10,
2317,BS Lemerje,Lemerje 2,9201,46.7094,16.1102,address,"Lemerje 2, 9201 Puconci",46.70930,16.10992,24,
2318,PRUNK OIL,Mednarodni prehod 1a,5290,45.9207599,13.6284418,address,"Mednarodni prehod 1a, 5290 Šempeter pri Gorici",45.92049,13.62827,33,
2319,EKSTRA OLJE,Limbuška cesta 2,2341,46.559416,15.597476,address,"Limbuška cesta 2, 2341 Limbuš",46.55931,15.59768,20,
2320,URMA D.O.O.,DEKANI 076 E,6271,1E-15,-1E-15,address,"Dekani 76e, 6271 Dekani",45.54799,13.81858,5259131,
2321,Mi oskrba d.o.o.,Hrašče 4c,6230,45.77353972485529,14.16884039205976,address,"Hrašče 4c, 6230 Postojna",45.77354,14.16938,42,
2322,BENCINSKI SERVIS KOVAČIČ,Grm 12,8210,45.89790647835315,15.052119626875369,address,"Grm 12, 8210 Trebnje",45.89788,15.05221,8,
2323,BS MOL KOPER LUKA,Vojkovo nabrežje 38,6000,45.55757,13.75353,address,"Vojkovo nabrežje / Riva Janko Premrl-Vojko 38, 6000 Koper - Capodistria",45.54882,13.73840,1528,
2324,LOGO BENCINSKI SERVIS d.o.o.,Ljubljanska cesta 62,1290,45.96802,14.66103,address,"Ljubljanska cesta 62, 1290 Grosuplje",45.96802,14.66102,1,
2325,"Avtočrpalka Kozina, INA Slovenija",Kolodvorska ulica 18,6240,45.600152572030176,13.932618123578347,address,"Kolodvorska ulica 18, 6240 Kozina",45.59992,13.93291,34,
2326,Ka olje d.o.o.,ŠKOJELOŠKA CESTA 16,1217,46.1845316,14.47429,reverse,"Torovo 3, 1217 Vodice",46.18387,14.47250,156,address not found
2327,DISCONT OiL - BS Bezena,Bezena 99,2342,46.5499175582367,15.538353293954877,address,"Bezena 99, 2342 Ruše",46.54974,15.53798,35,
2328,Tankomat Jesenice,Cesta Železarjev 8,4270,46.43106460571289,14.07077407836914,address,"Cesta železarjev 8, 4270 Jesenice",46.43148,14.06484,457,
2329,,Sermin 8A,6000,45.552372,13.766288,address,"Sermin / Sermin 8a, 6000 Koper - Capodistria",45.55288,13.76454,147,
2330,,Plinarniška 1,3000,46.24061,15.2898,address,"Plinarniška ulica 1, 3000 Celje",46.24052,15.28928,41,
2331,ECO OIL FRAM,TURNERJEVA ULICA,2313,46.451048,15.65166,reverse,"Turnerjeva ulica 39, 2313 Fram",46.45196,15.65232,113,missing house number
2332,BS MOL RAVNE,Dobja vas 18b,2390,46.544943013174425,14.939777713626901,address,"Dobja vas 18b, 2390 Ravne na Koroškem",46.54478,14.93955,25,
2333,ENERGETSKI CENTER DOLENJSKE,zwittrova ulica B.H.,8000,45.80982474643234,15.160023593134378,reverse,"Zwittrova ulica 3, 8000 Novo mesto",45.80974,15.15925,61,missing house number
2334,SHELL ROGAŠKA SLATINA,Tržišče 12 b,3250,46.308,15.5665,address,"Tržišče 12b, 3250 Rogaška Slatina",46.23066,15.65563,10995,
2335,SHELL ŠMARJE PRI JELŠAH,Celjska cesta 55,3240,46.22878,15.504,address,"Celjska cesta 55, 3240 Šmarje pri Jelšah",46.22866,15.50418,19,
2336,SHELL MIKLAVŽ,Ptujska cesta 135,2204,46.53067,15.67062,address,"Ptujska cesta 135, 2204 Miklavž na Dravskem polju",46.49656,15.71370,5025,
2337,SHELL LITIJA,Ljubljanska cesta 10 B,1270,46.057722042151795,14.82292837241754,address,"Ljubljanska cesta 10b, 1270 Litija",46.05717,14.82280,62,
2338,SHELL MURSKA SOBOTA Lendavska,Lendavska ulica 75,9000,46.667481,16.176773,address,"Lendavska ulica 75, 9000 Murska Sobota",46.66762,16.17680,16,
2339,SHELL ŽALEC,Mala Pirešica 22,3301,46.266973,15.189107,address,"Mala Pirešica 22, 3301 Petrovče",46.26702,15.18932,17,
2340,SHELL KOZINA,Bazoviška cesta 18,6240,45.60911603335073,13.93361083463169,address,"Bazoviška cesta 18, 6240 Kozina",45.60906,13.93365,7,
2341,SHELL LJUTOMER,Kolodvorska ulica 2A,9240,46.52613423254767,16.193609363823846,address,"Kolodvorska ulica 2a, 9240 Ljutomer",46.52602,16.19345,18,
2342,SHELL SENOŽETI,"Senožeti 93, 1262 Senožeti",,46.088862059954124,14.716871893530739,address,"Senožeti 93, 1262 Dol pri Ljubljani",46.08869,14.71678,20,
2343,SHELL NOVO MESTO,"Mirnopeška 4, 8000 Novo Mesto",8000,45.821327325964894,15.150560521690572,address,"Mirnopeška cesta 4, 8000 Novo mesto",45.82120,15.15047,16,
2344,SHELL ARCLIN,"3211 Arclin – Škofja Vas, Arclin 101",3211,46.27879929325074,15.300271376669105,address,"Arclin 101, 3211 Škofja vas",46.27864,15.30024,18,
2345,SHELL DRNOVO,"Velika Vas pri Krškem 69, 8273 Drnovo",8273,45.92022102331869,15.47376189244999,address,"Velika vas pri Krškem 69, 8273 Leskovec pri Krškem",45.92014,15.47378,9,
2346,SHELL CELJE MARIBORSKA,Mariborska 128,3000,46.24423316065561,15.278462363239953,address,"Mariborska cesta 128, 3000 Celje",46.24351,15.27909,94,
2347,SHELL PRESTRANEK,Reška cesta 18B,6258,45.728174292934355,14.187886149162168,address,"Reška cesta 18b, 6258 Prestranek",45.72807,14.18786,12,
2348,SHELL MURSKA SOBOTA Bakovska,Bakovska 31 A,9000,46.64580322249098,16.16815983270674,address,"Bakovska ulica 31a, 9000 Murska Sobota",46.64420,16.16711,195,
2349,SHELL SEZANA,Partizanska cesta 69A,6210,45.70519088779502,13.861015699133779,address,"Partizanska cesta 69a, 6210 Sežana",45.70510,13.86153,41,
2350,SHELL KOPER SEMEDELA,Istrska cesta 53,6000,45.5389688698564,13.728621313111132,address,"Istrska cesta / Strada dell'Istria 53, 6000 Koper - Capodistria",45.53902,13.72849,12,
2351,SHELL CELJE KIDRIČEVA,Kidričeva ulica 40,3000,46.234018307787046,15.296215827340855,address,"Kidričeva ulica 40, 3000 Celje",46.23404,15.29627,5,
2352,SHELL KOPER BERTOKI,Cesta med vinogradi 52,6000,45.55542689115159,13.78089458948286,address,"Cesta med vinogradi / Strada fra i Vigneti 52, 6000 Koper - Capodistria",45.55540,13.78089,3,
2353,SHELL KOCEVJE RESKA,Reška cesta 25a,1330,45.63286356949685,14.864140348800042,address,"Reška cesta 25a, 1330 Kočevje",45.63277,14.86408,11,
2354,SHELL CELJE AERO,Dečkova cesta 39,3000,46.24061678625168,15.256515119602888,address,"Dečkova cesta 39, 3000 Celje",46.24043,15.25667,24,
2355,SHELL POSTOJNA TRŽAŠKA,Tržaška cesta 60b,6230,45.772716370874754,14.200187856694102,address,"Tržaška cesta 60b, 6230 Postojna",45.77259,14.19991,26,
2356,SHELL BENEDIKT,Radgonska cesta 15,2234,46.61058906474378,15.89398684995135,address,"Radgonska cesta 15, 2234 Benedikt",46.61042,15.89389,20,
2357,SHELL TEPANJE,Tepanje 4b,3210,46.34088409645317,15.469610360423939,address,"Tepanje 4b, 3210 Slovenske Konjice",46.34079,15.46957,11,
2358,SHELL BREZOVICA,Tržaška cesta 565,1351,46.02261874034981,14.407761204034685,address,"Tržaška cesta 565, 1351 Brezovica pri Ljubljani",46.02251,14.40776,12,
2359,SHELL MARIBOR V,Maribor Ptujska 2,2000,46.522438503045684,15.679910715884338,reverse,"Ptujska cesta 225, 2000 Maribor",46.52254,15.67965,23,address not found
2360,SHELL LOKEV,Lokev 1a,6219,45.66133077329971,13.919418145832134,address,"Lokev 1a, 6219 Lokev",45.66133,13.91942,0,
2361,SHELL KOMENDA,Potok pri Komendi 8,1218,46.20581146877878,14.523937545251142,address,"Potok pri Komendi 8, 1218 Komenda",46.20575,14.52395,7,
2362,SHELL MARIBOR PTUJSKA ZAHOD,Ptujska cesta 104,2000,46.535127602458296,15.661573380820581,address,"Ptujska cesta 104, 2000 Maribor",46.53485,15.66166,32,
2363,SHELL TRBOVLJE,Vodenska cesta 28 A,1420,46.14297981487424,15.036054161327268,address,"Vodenska cesta 28a, 1420 Trbovlje",46.14297,15.03620,11,
2364,SHELL IZOLA SEVER,Prešernova cesta 2a,6310,45.53789717461961,13.66872067047427,address,"Prešernova cesta / Strada France Prešeren 2a, 6310 Izola - Isola",45.53774,13.66824,41,
2365,SHELL MARIBOR BOHOVA,Tržaška cesta 83,2000,46.51807271424088,15.651544379912487,address,"Tržaška cesta 83, 2000 Maribor",46.51809,15.65132,17,
2366,SHELL GEDEROVCI,Gederovci 17a,,46.679179385276846,16.056043959027516,address,"Gederovci 17a, 9251 Tišina",46.67913,16.05605,6,
2367,SHELL KOČEVJE,Gornje Ložine 1A,1332,45.68934644998123,14.799691221318923,address,"Gornje Ložine 1a, 1332 Stara Cerkev",45.68864,14.80087,121,
2368,SHELL SLOVENSKE KONJICE,Liptovska cesta 32B,2310,46.34011896303725,15.418721900923186,address,"Liptovska ulica 32b, 3210 Slovenske Konjice",46.34011,15.41850,17,
2369,SHELL LUCIJA VZHOD,Vinjole 29b,6320,45.50086689761921,13.610492852317408,address,"Vinjole / Vignole 29b, 6320 Portorož - Portorose",45.50069,13.61044,20,
2370,SHELL STOJNCI,Stojnci 24,2281,46.38048175449777,15.972530744906699,address,"Stojnci 24, 2281 Markovci",46.38038,15.97258,12,
2371,SHELL AJŠEVICA,Loke 40,5000,45.953170561531195,13.691872647114305,address,"Loke 40, 5000 Nova Gorica",45.95319,13.69178,7,
2372,SHELL ZG. POLSKAVA,Bukovec 1b,2314,46.43088480445796,15.627126931204163,address,"Bukovec 1b, 2314 Zgornja Polskava",46.43078,15.62703,14,
2373,BS MOL MURSKA SOBOTA Lendavska,Lendavska 60d,9000,46.66673,16.17698,address,"Lendavska ulica 60d, 9000 Murska Sobota",46.66672,16.17698,1,
2374,BS MOL LJUTOMER,Kolodvorska 7a,9240,46.5289,16.19006,address,"Kolodvorska ulica 7a, 9240 Ljutomer",46.52882,16.19015,11,
2378,PETROL ARNOVSKI GOZD,MALA PIREŠICA 23,3301,46.26910159,15.18931474,address,"Mala Pirešica 23, 3301 Petrovče",46.26656,15.18988,286,
