pk,name,address,zip_code,lat,lng,method,gurs_address,gurs_lat,gurs_lng,distance_m,error
2061,PETROL BLED - LJUBLJANSKA JUG,LJUBLJANSKA CESTA 30,4260,46.36846888,14.11723896,address,"Ljubljanska cesta 30, 4260 Bled",46.36844,14.11726,4,
2062,PETROL DOMŽALE - LJUBLJANSKA,LJUBLJANSKA CESTA 2,1230,46.13555764,14.58035495,address,"Ljubljanska cesta 2, 1230 Domžale",46.13593,14.58072,50,
2063,PETROL KRANJ - ZLATO POLJE ZAHOD,KOROŠKA CESTA 53B,4000,46.247434,14.349614,address,"Koroška cesta 53b, 4000 Kranj",46.24740,14.34960,4,
2064,PETROL LITIJA - LJUBLJANSKA,LJUBLJANSKA CESTA 8,1270,46.05721177,14.82416328,address,"Ljubljanska cesta 8, 1270 Litija",46.05723,14.82412,4,
2065,PETROL LOGATEC,TRŽAŠKA CESTA 21,1370,45.91699729,14.22441176,address,"Tržaška cesta 21, 1370 Logatec",45.91702,14.22426,12,
2066,PETROL RADOVLJICA - KRANJSKA,KRANJSKA CESTA 20,4240,46.34605506,14.1817862,address,"Kranjska cesta 20, 4240 Radovljica",46.34603,14.18180,3,
2067,PETROL TRBOVLJE - TRG REVOLUCIJE,TRG REVOLUCIJE 8A,1420,46.14637991,15.04055907,address,"Trg revolucije 8a, 1420 Trbovlje",46.14604,15.04017,48,
2068,PETROL TRŽIČ - VZHOD,CESTA STE MARIE AUX MINES 13A,4290,46.35376615,14.2930683,address,"Cesta Ste Marie aux Mines 13a, 4290 Tržič",46.35374,14.29308,3,
2069,PETROL VRHNIKA - LJUBLJANSKA ZAHOD,LJUBLJANSKA CESTA 3,1360,45.968275,14.299194,address,"Ljubljanska cesta 3, 1360 Vrhnika",45.96825,14.29904,12,
2070,PETROL ZAGORJE OB SAVI,CESTA ZMAGE 51B,1410,46.1272492,14.99353794,address,"Cesta zmage 51b, 1410 Zagorje ob Savi",46.12902,14.99705,335,
2071,PETROL DOMŽALE - ČEŠMINOVA,ČEŠMINOVA ULICA 1,1230,46.146469,14.599615,reverse,"Češminova ulica 1, 1230 Domžale",46.14654,14.59969,10,multiple addresses match
2072,PETROL MENGEŠ - SLOVENSKA,SLOVENSKA CESTA 83,1234,46.157861,14.569698,address,"Slovenska cesta 83, 1234 Mengeš",46.15787,14.56968,2,
2073,PETROL RATEČE,RATEČE 88A,4283,46.497066,13.708622,address,"Rateče 88a, 4283 Rateče Planica",46.49717,13.70873,14,
2074,PETROL KRANJ - LABORE,LJUBLJANSKA CESTA 23,4000,46.229097,14.354692,address,"Ljubljanska cesta 23, 4000 Kranj",46.22892,14.35459,21,
2075,PETROL ZGORNJE JEZERSKO,ZGORNJE JEZERSKO 65A,4206,46.39473412,14.50115773,address,"Zgornje Jezersko 65a, 4206 Zgornje Jezersko",46.39466,14.50094,19,
2076,PETROL ŽELEZNIKI,ČEŠNJICA 55,4228,46.22626724,14.17252414,address,"Češnjica 55, 4228 Železniki",46.22625,14.17255,3,
2077,PETROL KRANJ - ZLATO POLJE VZHOD,KOROŠKA CESTA 18A,4000,46.24951232,14.3478394,address,"Koroška cesta 18a, 4000 Kranj",46.24956,14.34767,14,
2078,PETROL JESENICE - MARŠALA TITA,CESTA MARŠALA TITA 113,4270,46.44194598,14.03643803,address,"Cesta maršala Tita 113, 4270 Jesenice",46.44191,14.03647,5,
2079,PETROL CERKLJE NA GORENJSKEM,SLOVENSKA CESTA 52,4207,46.247136,14.485884,address,"Slovenska cesta 52, 4207 Cerklje na Gorenjskem",46.24719,14.48608,16,
2080,PETROL ŠKOFJA LOKA - TRATA,KIDRIČEVA CESTA 57A,4220,46.17302892,14.33101817,address,"Kidričeva cesta 57a, 4220 Škofja Loka",46.17302,14.33103,1,
2081,BS BLED - LJUBLJANSKA SEVER,LJUBLJANSKA CESTA 15A,4260,46.368737,14.115882,address,"Ljubljanska cesta 15a, 4260 Bled",46.36871,14.11590,3,
2082,PETROL KAMNIK - LJUBLJANSKA,LJUBLJANSKA CESTA 10A,1241,46.21205029,14.59993502,address,"Ljubljanska cesta 10a, 1241 Kamnik",46.21205,14.59992,1,
2083,PETROL RADOVLJICA - GORENJSKA,GORENJSKA CESTA 41A,4240,46.34844567,14.16883456,address,"Gorenjska cesta 41a, 4240 Radovljica",46.34842,14.16885,3,
2084,PETROL KRANJ - STANETA ŽAGARJA 58B,CESTA STANETA ŽAGARJA 58B,4000,46.24334118,14.36914271,address,"Cesta Staneta Žagarja 58b, 4000 Kranj",46.24333,14.36914,1,
2085,PETROL PODKOREN,PODKOREN 1A,4280,46.4896618,13.76471293,address,"Podkoren 1a, 4280 Kranjska Gora",46.48955,13.76469,13,
2086,PETROL NAKLO,KRANJSKA CESTA 4,4202,46.27058563,14.31367281,address,"Kranjska cesta 4, 4202 Naklo",46.27057,14.31367,2,
2087,PETROL MORAVČE,PARTIZANSKA CESTA 18,1251,46.13700902,14.74115067,address,"Partizanska cesta 18, 1251 Moravče",46.13702,14.74111,3,
2088,PETROL LOM AC - ZAHOD,NOTRANJSKA CESTA 75,1370,45.898796,14.254887,address,"Notranjska cesta 75, 1370 Logatec",45.89882,14.25492,4,
2089,PETROL LOM AC - VZHOD,NOTRANJSKA CESTA 77,1370,45.89814,14.256533,address,"Notranjska cesta 77, 1370 Logatec",45.89802,14.25636,19,
2090,PETROL BLAGOVICA,BLAGOVICA 30,1223,46.17650516,14.80743334,address,"Blagovica 30, 1223 Blagovica",46.17651,14.80739,3,
2091,PETROL BOHINJSKA BISTRICA,SAVSKA CESTA 22,4264,46.27794883,13.9514971,address,"Savska cesta 22, 4264 Bohinjska Bistrica",46.27792,13.95154,5,
2092,PETROL TRZIN,LJUBLJANSKA CESTA 50,1236,46.123204,14.553637,address,"Ljubljanska cesta 50, 1236 Trzin",46.12311,14.55326,31,
2093,PETROL BRODE,BRODE 20,4220,46.1379264,14.25352741,address,"Brode 20, 4220 Škofja Loka",46.13792,14.25355,2,
2094,PETROL HRASTNIK,PODKRAJ 77B,1430,46.11937061,15.08074191,address,"Podkraj 77b, 1430 Hrastnik",46.11938,15.08067,6,
2095,PETROL HRUŠICA AC - JUG,SPODNJI PLAVŽ 24A,4270,46.440467,14.026493,address,"Spodnji Plavž 24a, 4270 Jesenice",46.44040,14.02686,29,
2096,PETROL HRUŠICA AC - SEVER,SPODNJI PLAVŽ 24B,4270,46.440937,14.028828,address,"Spodnji Plavž 24b, 4270 Jesenice",46.44100,14.02854,23,
2097,PETROL ROVTE,ROVTE 20C,1373,45.96963904,14.14181044,address,"Rovte 20c, 1373 Rovte",45.98152,14.17154,2650,
2098,PETROL IVANČNA GORICA,VODOTUČINE 14,1295,45.935276,14.804536,address,"Vodotučine 14, 1295 Ivančna Gorica",45.93527,14.80483,23,
2099,PETROL ŠENČUR,POSLOVNA CONA A 1,4208,46.237904,14.411983,address,"Poslovna cona A 1, 4208 Šenčur",46.23789,14.41199,2,
2100,PETROL VOKLO AC - ZAHOD,GASILSKA CESTA 55,4208,46.22788,14.419719,address,"Gasilska cesta 55, 4208 Šenčur",46.22808,14.41961,24,
2101,PETROL VOKLO AC - VZHOD,GASILSKA CESTA 51,4208,46.22679,14.424885,address,"Gasilska cesta 51, 4208 Šenčur",46.22654,14.42506,31,
2102,PETROL TRBOVLJE - VODENSKA,VODENSKA CESTA 1B,1420,46.1372489,15.03407943,address,"Vodenska cesta 1b, 1420 Trbovlje",46.13726,15.03401,5,
2103,PETROL RAŠICA,RAŠICA 40,1315,45.84949633,14.62405548,address,"Rašica 40, 1315 Velike Lašče",45.84951,14.62400,5,
2104,PETROL KRANJSKA GORA,SAVSKO NASELJE 8,4280,46.48650758,13.79815941,address,"Savsko naselje 8, 4280 Kranjska Gora",46.48656,13.79814,6,
2105,PETROL JESENICE - KOROŠKA BELA,CESTA BORISA KIDRIČA 50,4270,46.42262407,14.10274656,address,"Cesta Borisa Kidriča 50, 4270 Jesenice",46.42262,14.10263,9,
2106,PETROL IZLAKE,OBREZIJA 6,1411,46.150311,14.931488,address,"Obrezija 6, 1411 Izlake",46.15042,14.93143,13,
2107,PETROL ČEŠNJICE V TUHINJU,GOLICE 1B,1219,46.219526,14.790614,address,"Golice 1b, 1219 Laze v Tuhinju",46.21944,14.79044,16,
2108,PETROL TRŽIČ - ZAHOD,CESTA STE MARIE AUX MINES 13,4290,46.35378031,14.29244434,address,"Cesta Ste Marie aux Mines 13, 4290 Tržič",46.35375,14.29245,3,
2109,PETROL VRHNIKA - LJUBLJANSKA VZHOD,LJUBLJANSKA CESTA 4,1360,45.96798994,14.299624,address,"Ljubljanska cesta 4, 1360 Vrhnika",45.96803,14.29983,17,
2110,PETROL LITIJA - BRODARSKA,BRODARSKA ULICA 1,1270,46.058657,14.834124,address,"Brodarska ulica 1, 1270 Litija",46.05876,14.83419,13,
2111,PETROL MOSTE PRI KOMENDI,MOSTE 40F,1218,46.19157546,14.55000276,address,"Moste 40f, 1218 Komenda",46.19158,14.54998,2,
2112,PETROL MEDVODE - GORENJSKA 15,GORENJSKA CESTA 15,1215,46.14877179,14.40705025,address,"Gorenjska cesta 15, 1215 Medvode",46.14877,14.40689,12,
2113,PETROL KRANJ - STANETA ŽAGARJA 53B,CESTA STANETA ŽAGARJA 53B,4000,46.24371235,14.36955351,address,"Cesta Staneta Žagarja 53b, 4000 Kranj",46.24370,14.36955,1,
2114,PETROL LESCE,HRAŠKA CESTA 13A,4248,46.36782569,14.15376274,address,"Hraška cesta 13a, 4248 Lesce",46.36780,14.15379,4,
2115,PETROL MEDVODE - GORENJSKA 14,GORENJSKA CESTA 14,1215,46.13700649,14.4167802,address,"Gorenjska cesta 14, 1215 Medvode",46.13726,14.41680,28,
2116,PETROL MEDVODE - GORENJSKA 1,GORENJSKA CESTA 1,1215,46.13675212,14.41630393,address,"Gorenjska cesta 1, 1215 Medvode",46.13675,14.41630,0,
2117,PETROL JESENICE - CESTA ŽELEZARJEV,CESTA ŽELEZARJEV 7B,4270,46.43218809,14.06315786,address,"Cesta železarjev 7b, 4270 Jesenice",46.43215,14.06319,5,
2118,PETROL GABROVKA,KLANEC PRI GABROVKI 12,1274,45.995845,14.976083,address,"Klanec pri Gabrovki 12, 1274 Gabrovka",45.99572,14.97619,16,
2119,PETROL GROSUPLJE,LJUBLJANSKA CESTA 16A,1290,45.958264,14.657955,address,"Ljubljanska cesta 16a, 1290 Grosuplje",45.95803,14.65824,34,
2120,PETROL PODSMREKA AC - SEVER,PODSMREKA PRI VIŠNJI GORI 15,1294,45.947759,14.771093,address,"Podsmreka pri Višnji Gori 15, 1294 Višnja Gora",45.94781,14.77153,34,
2121,PETROL KAMNIK - PEROVO,PEROVO 24,1241,46.20908766,14.60717566,address,"Perovo 24, 1241 Kamnik",46.20909,14.60716,1,
2122,PETROL ŠKOFJA LOKA - KIDRIČEVA JUG,KIDRIČEVA CESTA 8,4220,46.16681875,14.31398429,address,"Kidričeva cesta 8, 4220 Škofja Loka",46.16681,14.31399,1,
2123,PETROL LUKOVICA AC - JUG,KOSESKEGA CESTA 1,1225,46.166803,14.693314,address,"Koseskega cesta 1, 1225 Lukovica",46.16680,14.69329,2,
2124,PETROL BOROVNICA,LJUBLJANSKA CESTA 10,1353,45.92154962,14.3602911,address,"Ljubljanska cesta 10, 1353 Borovnica",45.92160,14.36051,18,
2125,PETROL IG,LJUBLJANSKA CESTA 69,1292,45.96267202,14.53000724,address,"Ljubljanska cesta 69, 1292 Ig",45.96269,14.53001,2,
2126,PETROL KRANJ - STANETA ŽAGARJA 65,CESTA STANETA ŽAGARJA 65,4000,46.241822,14.375238,address,"Cesta Staneta Žagarja 65, 4000 Kranj",46.24187,14.37490,27,
2127,PETROL HORJUL,VRHNIŠKA CESTA 11,1354,46.02135318,14.30128011,address,"Vrhniška cesta 11, 1354 Horjul",46.02136,14.30130,2,
2128,"PETROL LJUBLJANA - ČRNUČE, ŠTAJERSKA",ŠTAJERSKA CESTA 10,1231,46.10584664,14.5451953,address,"Štajerska cesta 10, 1231 Ljubljana - Črnuče",46.10589,14.54522,5,
2129,PETROL LJUBLJANA - LETALIŠKA,LETALIŠKA CESTA 38,1000,46.0615,14.57315,address,"Letališka cesta 38, 1000 Ljubljana",46.06177,14.57306,31,
2130,PETROL LJUBLJANA - ZALOG,ZALOŠKA CESTA 255,1260,46.056932,14.601065,address,"Zaloška cesta 255, 1260 Ljubljana - Polje",46.05701,14.60105,9,
2131,PETROL ŠKOFLJICA - PIJAVA GORICA,KOČEVSKA CESTA 100,1291,45.960092,14.572453,address,"Kočevska cesta 100, 1291 Škofljica",45.96011,14.57245,2,
2132,PETROL LJUBLJANA - LITIJSKA,LITIJSKA CESTA 31,1000,46.048276,14.54137,address,"Litijska cesta 31, 1000 Ljubljana",46.04834,14.54129,9,
2133,PETROL DOMŽALE - KOPALIŠKA,KOPALIŠKA CESTA 11,1230,46.135583,14.606654,address,"Kopališka cesta 11, 1230 Domžale",46.13573,14.60668,16,
2134,PETROL ŽEJE PRI KOMENDI,POD LIPAMI 3,1218,46.19219144,14.52190652,address,"Pod lipami 3, 1218 Komenda",46.19219,14.52189,1,
2135,PETROL LJUBLJANA - KAJUHOVA,KAJUHOVA ULICA 32S,1000,46.061482,14.538136,address,"Kajuhova ulica 32s, 1000 Ljubljana",46.06149,14.53813,1,
2136,PETROL GORENJA VAS,POLJANSKA CESTA 118,4224,46.105122,14.144388,address,"Poljanska cesta 118, 4224 Gorenja vas",46.10519,14.14467,23,
2137,PETROL ŽIRI,JOBSTOVA CESTA 35,4226,46.043743,14.10785,address,"Jobstova cesta 35, 4226 Žiri",46.04375,14.10787,2,
2138,PETROL LJUBLJANA - BARJANSKA CESTA,BARJANSKA CESTA 90,1000,46.031446,14.499955,address,"Barjanska cesta 90, 1000 Ljubljana",46.03148,14.49993,4,
2139,PETROL KRŠKO - CESTA KRŠKIH ŽRTEV,CESTA KRŠKIH ŽRTEV 136A,8270,45.941161,15.484993,address,"Cesta krških žrtev 136a, 8270 Krško",45.94124,15.48477,19,
2140,PETROL SEVNICA,PREŠERNOVA ULICA 9,8290,46.0077338,15.3050164,address,"Prešernova ulica 9, 8290 Sevnica",46.00777,15.30493,8,
2141,PETROL ČATEŽ AC - JUG,RIMSKA CESTA 11,8250,45.891904,15.597607,address,"Rimska cesta 11, 8250 Brežice",45.89196,15.59748,12,
2142,PETROL BIZELJSKO,BIZELJSKA CESTA 70,8259,46.01420273,15.69312736,address,"Bizeljska cesta 70, 8259 Bizeljsko",46.01424,15.69299,11,
2143,PETROL BREŽICE - CESTA SVOBODE,CESTA SVOBODE 1,8250,45.90080568,15.60410967,address,"Cesta svobode 1, 8250 Brežice",45.90086,15.60398,12,
2144,PETROL BOŠTANJ PRI SEVNICI,BOŠTANJ 60A,8294,46.01439267,15.28799203,address,"Boštanj 60a, 8294 Boštanj",46.01443,15.28790,8,
2145,PETROL OTOČEC - JUG,GRAJSKA CESTA 6,8222,45.83957835,15.23583099,address,"Grajska cesta 6, 8222 Otočec",45.83963,15.23575,9,
2146,PETROL ČRNOMELJ - BELOKRANJSKA,BELOKRANJSKA CESTA 1,8340,45.57849993,15.19151321,address,"Belokranjska cesta 1, 8340 Črnomelj",45.57858,15.19145,10,
2147,PETROL TREBNJE - POD GRADOM,CESTA VILME BUKOVEC 2,8210,45.90473997,15.00357364,address,"Cesta Vilme Bukovec 2, 8210 Trebnje",45.90477,15.00352,5,
2148,PETROL NOVO MESTO - SEIDLOVA,SEIDLOVA CESTA 50,8000,45.81283786,15.17472988,address,"Seidlova cesta 50, 8000 Novo mesto",45.81289,15.17466,8,
2149,PETROL BRESTANICA,CESTA PRVIH BORCEV 17,8280,45.995159,15.476035,address,"Cesta prvih borcev 17, 8280 Brestanica",45.99507,15.47587,16,
2150,PETROL VAVTA VAS,VAVTA VAS 1A,8351,45.78222236,15.08335069,address,"Vavta vas 1a, 8351 Straža pri Novem mestu",45.78222,15.08326,7,
2151,PETROL SEMIČ,METLIŠKA CESTA 10,8333,45.65031764,15.18401353,address,"Metliška cesta 10, 8333 Semič",45.65039,15.18394,10,
2152,PETROL ŠENTJERNEJ,PRVOMAJSKA CESTA 10,8310,45.8438361,15.34063504,address,"Prvomajska cesta 10, 8310 Šentjernej",45.84388,15.34058,6,
2153,PETROL DVOR PRI ŽUŽEMBERKU,DVOR 93,8361,45.80627184,14.97033528,address,"Dvor 93, 8361 Dvor",45.80632,14.97029,6,
2154,PETROL VINICA,VINICA 61,8344,45.45963416,15.2553875,address,"Vinica 61, 8344 Vinica",45.45984,15.25535,23,
2155,PETROL METLIKA - CESTA XV BRIGADE JUG,CESTA XV. BRIGADE 35,8330,45.64976238,15.30623221,address,"Cesta XV. brigade 35, 8330 Metlika",45.64984,15.30616,10,
2156,PETROL KRŠKO - CESTA 4. JULIJA,CESTA 4. JULIJA 74,8270,45.95503319,15.4985082,address,"Cesta 4. julija 74, 8270 Krško",45.95508,15.49839,11,
2157,PETROL TRŽIŠČE,TRŽIŠČE 14C,8295,45.96121483,15.19389224,address,"Tržišče 14c, 8295 Tržišče",45.96125,15.19381,7,
2158,PETROL ČRNOMELJ - KOČEVJE,KOČEVJE 22B,8340,45.56606773,15.17772212,address,"Kočevje 22b, 8340 Črnomelj",45.56632,15.17766,28,
2159,PETROL DOBOVA,ULICA BRATOV GERJOVIČEV 24,8257,45.89537811,15.65616953,address,"Ulica bratov Gerjovičev 24, 8257 Dobova",45.89549,15.65572,37,
2160,PETROL ŠKOCJAN,DOLNJA STARA VAS 50,8275,45.89728,15.300093,address,"Dolnja Stara vas 50, 8275 Škocjan",45.89723,15.29991,15,
2161,PETROL METLIKA - CESTA XV BRIGADE SEVER,CESTA XV. BRIGADE 34,8330,45.65043013,15.30556866,address,"Cesta XV. brigade 34, 8330 Metlika",45.65050,15.30573,15,
2162,PETROL OBREŽJE AC - VZHOD,JESENICE 32A,8261,45.85448,15.686297,address,"Jesenice 32a, 8261 Jesenice na Dolenjskem",45.85454,15.68616,13,
2163,PETROL BREŽICE - TOVARNIŠKA,TOVARNIŠKA CESTA 2,8250,45.91870681,15.59341049,address,"Tovarniška cesta 2, 8250 Brežice",45.91876,15.59328,12,
2164,PETROL SLOVENSKE  KONJICE,LIPTOVSKA ULICA 4,3210,46.34170285,15.43100146,address,"Liptovska ulica 4, 3210 Slovenske Konjice",46.34171,15.43088,9,
2165,PETROL VELENJE - ŠALEŠKA,ŠALEŠKA CESTA 9,3320,46.3602501,15.12373353,address,"Šaleška cesta 9, 3320 Velenje",46.36025,15.12365,6,
2166,PETROL VRANSKO,VRANSKO 74A,3305,46.24594145,14.95996662,address,"Vransko 74a, 3305 Vransko",46.24594,14.95994,2,
2167,PETROL CELJE - LJUBLJANSKA,LJUBLJANSKA CESTA 38,3000,46.235056,15.24900341,address,"Ljubljanska cesta 38, 3000 Celje",46.23515,15.24893,12,
2168,PETROL CELJE - HUDINJA,MARIBORSKA CESTA 121,3000,46.247231,15.278929,address,"Mariborska cesta 121, 3000 Celje",46.24732,15.27904,13,
2169,PETROL LJUBNO OB SAVINJI,LOKE 10,3333,46.33779188,14.83876308,address,"Loke 10, 3333 Ljubno ob Savinji",46.33780,14.83877,1,
2170,PETROL MOZIRJE,NA TRGU 55,3330,46.34033444,14.96889829,address,"Na trgu 55, 3330 Mozirje",46.34033,14.96882,6,
2171,PETROL VOJNIK,CELJSKA CESTA 35A,3212,46.28580502,15.30428269,address,"Celjska cesta 35a, 3212 Vojnik",46.28570,15.30427,12,
2172,PETROL VELENJE - CELJSKA ZAHOD,CELJSKA CESTA 2,3320,46.35625568,15.11475697,address,"Celjska cesta 2, 3320 Velenje",46.35625,15.11466,7,
2173,PETROL ŠENTRUPERT,ŠENTRUPERT 6B,3303,46.250078,15.075261,address,"Šentrupert 6b, 3303 Gomilsko",46.25010,15.07535,7,
2174,PETROL PODČETRTEK,ZDRAVILIŠKA CESTA 27,3254,46.15162206,15.59945055,address,"Zdraviliška cesta 27, 3254 Podčetrtek",46.15166,15.59964,15,
2175,PETROL TEPANJE AC - ZAHOD,SPODNJE GRUŠOVJE 10C,3210,46.348824,15.487582,address,"Spodnje Grušovje 10c, 3210 Slovenske Konjice",46.34887,15.48722,28,
2176,PETROL TEPANJE AC - VZHOD,SPODNJE GRUŠOVJE 10B,3210,46.347484,15.48757,address,"Spodnje Grušovje 10b, 3210 Slovenske Konjice",46.34735,15.48747,17,
2177,PETROL VITANJE,DOLIŠKA CESTA 24,3205,46.38539537,15.29788765,address,"Doliška cesta 24, 3205 Vitanje",46.38539,15.29778,8,
2178,PETROL CELJE - KIDRIČEVA JUG,KIDRIČEVA ULICA 28,3000,46.23481437,15.28266525,address,"Kidričeva ulica 28, 3000 Celje",46.23484,15.28274,6,
2179,PETROL KOZJE,KOZJE 23,3260,46.07309408,15.55856381,address,"Kozje 23, 3260 Kozje",46.07300,15.55876,18,
2180,PETROL CELJE - POLULE,CESTA V LAŠKO 4A,3000,46.21772911,15.26310535,address,"Cesta v Laško 4a, 3000 Celje",46.21774,15.26300,8,
2181,PETROL ZREČE,KOVAŠKA CESTA 29A,3214,46.37183166,15.39050014,address,"Kovaška cesta 29a, 3214 Zreče",46.37186,15.39035,12,
2182,PETROL BISTRICA OB SOTLI,HRASTJE OB BISTRICI 1A,3256,46.0620292,15.6554536,address,"Hrastje ob Bistrici 1a, 3256 Bistrica ob Sotli",46.06206,15.65532,11,
2183,PETROL PONIKVA,PONIKVA 36A,3232,46.25437076,15.44383892,address,"Ponikva 36a, 3232 Ponikva",46.25438,15.44371,10,
2184,PETROL SOLČAVA,SOLČAVA 12A,3335,46.419206,14.69457786,address,"Solčava 12a, 3335 Solčava",46.41919,14.69453,4,
2185,PETROL PLANINA,PLANINA PRI SEVNICI 65H,3225,46.09842192,15.39765344,address,"Planina pri Sevnici 65h, 3225 Planina pri Sevnici",46.10119,15.41108,1080,
2186,PETROL ROGAŠKA SLATINA,SPODNJE NEGONJE 27A,3250,46.25266116,15.61686431,address,"Spodnje Negonje 27a, 3250 Rogaška Slatina",46.25267,15.61671,12,
2187,PETROL ŠEMPETER V SAVINJSKI DOLINI,RIMSKA CESTA 106,3311,46.25830238,15.11406404,address,"Rimska cesta 106, 3311 Šempeter v Savinjski dolini",46.25830,15.11398,6,
2188,PETROL LAŠKO,CELJSKA CESTA 40,3270,46.16731495,15.2329947,address,"Celjska cesta 40, 3270 Laško",46.16723,15.23284,15,
2189,PETROL GORNJI GRAD,SPODNJI TRG 34,3342,46.29907149,14.81925704,address,"Spodnji trg 34, 3342 Gornji Grad",46.29906,14.81920,5,
2190,PETROL CELJE - LANOVŽ,IPAVČEVA ULICA 19,3000,46.23718054,15.25657342,address,"Ipavčeva ulica 19, 3000 Celje",46.23719,15.25647,8,
2191,PETROL ŠOŠTANJ,AŠKERČEVA CESTA 7,3325,46.37530944,15.04892524,address,"Aškerčeva cesta 7, 3325 Šoštanj",46.37530,15.04884,7,
2192,PETROL RADEČE,ULICA MILANA MAJCNA 40,1433,46.06279673,15.18155904,address,"Ulica Milana Majcna 40, 1433 Radeče",46.05950,15.18724,571,
2193,PETROL VELENJE - CELJSKA VZHOD,CELJSKA CESTA 53,3320,46.350795,15.13198,address,"Celjska cesta 53, 3320 Velenje",46.35091,15.13184,17,
2194,PETROL VELENJE - PARTIZANSKA,PARTIZANSKA CESTA 6,3320,46.35917056,15.10632852,address,"Partizanska cesta 6, 3320 Velenje",46.35917,15.10623,8,
2195,PETROL ŠMARJE PRI JELŠAH,ROGAŠKA CESTA 48,3240,46.23164686,15.52842878,address,"Rogaška cesta 48, 3240 Šmarje pri Jelšah",46.23170,15.52858,13,
2196,PETROL ROGATEC,CELJSKA CESTA 43,3252,46.226069,15.693021,address,"Celjska cesta 43, 3252 Rogatec",46.22599,15.69281,18,
2197,PETROL ŽALEC,GOTOVELJSKA CESTA 10,3310,46.256248,15.156901,address,"Gotoveljska cesta 10, 3310 Žalec",46.25619,15.15687,7,
2198,PETROL PODPLAT,PODPLAT 9,3241,46.244853,15.575872,address,"Podplat 9, 3241 Podplat",46.24489,15.57565,18,
2199,PETROL CELJE - MARIBORSKA,MARIBORSKA CESTA 21,3000,46.235447,15.270271,address,"Mariborska cesta 21, 3000 Celje",46.23546,15.27017,8,
2200,PETROL CELJE - KIDRIČEVA SEVER,KIDRIČEVA ULICA 21,3000,46.23557589,15.27676905,address,"Kidričeva ulica 21, 3000 Celje",46.23558,15.27666,8,
2201,PETROL ZALOKE AC - JUG,ZALOKE 16,8274,45.908304,15.400616,address,"Zaloke 16, 8274 Raka",45.90819,15.39993,55,
2202,PETROL ZALOKE AC - SEVER,ZALOKE 15,8274,45.909601,15.400316,address,"Zaloke 15, 8274 Raka",45.90965,15.40021,10,
2203,PETROL LOČE,SLOMŠKOVA ULICA 6,3215,46.30051455,15.50179414,address,"Slomškova ulica 6, 3215 Loče",46.30064,15.50179,14,
2204,PETROL CELJE - CITY CENTER,BEŽIGRAJSKA CESTA 1,3000,46.24034,15.278699,address,"Bežigrajska cesta 1, 3000 Celje",46.24043,15.27845,22,
2205,PETROL NAZARJE,SAVINJSKA CESTA 11,3331,46.322491,14.950163,address,"Savinjska cesta 11, 3331 Nazarje",46.32252,14.95008,7,
2206,PETROL DRAVOGRAD,MARIBORSKA CESTA 50,2370,46.59116716,15.02966432,address,"Mariborska cesta 50, 2370 Dravograd",46.59113,15.02957,8,
2207,PETROL RAVNE NA KOROŠKEM,KOROŠKA CESTA 4A,2390,46.54726828,14.96495101,address,"Koroška cesta 4a, 2390 Ravne na Koroškem",46.54711,14.96445,42,
2208,PETROL ŽERJAV,ŽERJAV 3A,2393,46.48491258,14.86992734,address,"Žerjav 3a, 2393 Črna na Koroškem",46.48494,14.86994,3,
2209,PETROL SLOVENJ GRADEC - FRANCETOVA,FRANCETOVA CESTA 21,2380,46.51479276,15.08272833,address,"Francetova cesta 21, 2380 Slovenj Gradec",46.51477,15.08264,7,
2210,PETROL PREVALJE,PERZONALI 49,2391,46.54278188,14.90387241,address,"Perzonali 49, 2391 Prevalje",46.54275,14.90380,7,
2211,PETROL MISLINJA,ŠENTLENART 18,2382,46.44319582,15.19195307,address,"Šentlenart 18, 2382 Mislinja",46.44319,15.19185,8,
2212,PETROL MUTA,KOROŠKA CESTA 18,2366,46.60459809,15.1642458,address,"Koroška cesta 18, 2366 Muta",46.60457,15.16415,8,
2213,PETROL OTIŠKI VRH,OTIŠKI VRH 25C,2373,46.572637,15.025052,address,"Otiški Vrh 25c, 2373 Šentjanž pri Dravogradu",46.57267,15.02513,7,
2214,PETROL SLOVENJ GRADEC - RONKOVA SEVER,RONKOVA ULICA 2,2380,46.50629441,15.08829225,address,"Ronkova ulica 2, 2380 Slovenj Gradec",46.50627,15.08820,8,
2215,PETROL SLOVENJ GRADEC - RONKOVA JUG,RONKOVA ULICA 25,2380,46.504186,15.090699,address,"Ronkova ulica 25, 2380 Slovenj Gradec",46.50417,15.09061,7,
2216,PETROL LOPATA AC - SEVER,LOPATA 81,3000,46.262458,15.222118,address,"Lopata 81, 3000 Celje",46.26241,15.22222,9,
2217,PETROL ŠTORE,OBRTNIŠKA CESTA 2,3220,46.224064,15.312733,address,"Obrtniška cesta 2, 3220 Štore",46.22401,15.31249,20,
2218,PETROL ŠENTJUR,CESTA KOZJANSKEGA ODREDA 21A,3230,46.21307795,15.40036462,address,"Cesta Kozjanskega odreda 21a, 3230 Šentjur",46.21309,15.40025,9,
2219,PETROL DOBRNA,PRISTOVA 21,3204,46.32717529,15.22104794,address,"Pristova 21, 3204 Dobrna",46.32717,15.22094,8,
