pk,franchise_pk,name,address,zip_code,lat,lng,first_seen,last_seen
806,2,BS MOL KOPER ANKARANSKA,Ankaranska c. 5d,6000,45.545957,13.742681,2020-10-01T13:18:30Z,
807,2,BS MOL KOPER ŠMARSKA,Šmarska c. 4a,6000,45.530207,13.734777,2020-10-01T13:18:30Z,
808,2,BS MOL KOZINA,Mestni trg 7,6240,45.60807,13.93501,2020-10-01T13:18:30Z,
809,2,BS MOL KRANJ PRIMSKOVO,Cesta Staneta Žagarja 53c,4000,46.24277,14.371453,2020-10-01T13:18:30Z,
810,2,BS MOL KRŠKO,C.Krških žrtev 131a,8270,45.94429,15.48733,2020-10-01T13:18:30Z,
811,2,BS MOL KRVAVI POTOK,Krvavi potok 1,6240,45.61885,13.910126,2020-10-01T13:18:30Z,
812,2,BS MOL LAZARET,Jadranska c. 1,6280,45.59283,13.72411,2020-10-01T13:18:30Z,
813,2,BS MOL LESCE,Hraška c. 17,4248,46.365369,14.16032,2020-10-01T13:18:30Z,
814,2,BS MOL LIPOVCI,Lipovci 243b,9231,46.625125,16.214332,2020-10-01T13:18:30Z,
815,2,BS MOL LITIJA,Zasavska c. 1,1270,46.058713,14.832858,2020-10-01T13:18:30Z,
816,2,BS MOL LJUBLJANA LETALIŠKA,Letališka c. 33b,1000,46.062474,14.570349,2020-10-01T13:18:30Z,
817,2,BS MOL LJUBLJANA LITIJSKA,Litijska c. 40,1000,46.047401,14.546097,2020-10-01T13:18:30Z,
818,2,BS MOL LJUBLJANA CELOVŠKA,Celovška c. 455,1210,46.09891,14.460958,2020-10-01T13:18:30Z,
819,2,BS MOL LJUBLJANA ZALOŠKA JUG,Zaloška 158,1000,46.05628,14.562775,2020-10-01T13:18:30Z,
820,2,BS MOL LJUBLJANA ZALOŠKA SEVER,Zaloška 157,1000,46.056444,14.55814,2020-10-01T13:18:30Z,
821,4,BS MOL LJUTOMER,Kolodvorska 7a,9240,46.5289,16.19006,2020-10-01T13:18:30Z,2024-03-13T12:40:53Z
822,2,BS MOL LOKEV,Lokev 1a,6219,45.66133,13.91942,2020-10-01T13:18:30Z,2024-03-06T11:22:45Z
823,2,BS MOL LOPATA JUG,Lopata 80,3000,46.261718,15.22071,2020-10-01T13:18:30Z,
824,2,BS MOL MARINA PORTOROŽ,Seča 188,6320,45.50526,13.59658,2020-10-01T13:18:30Z,
825,2,BS MOL LUCIJA VZHOD,Vinjole 29b,6320,45.50069,13.61044,2020-10-01T13:18:30Z,2024-03-21T23:26:14Z
826,2,BS MOL LUCIJA,Seča 188 a,6320,45.50043,13.61022,2020-10-01T13:18:30Z,
827,2,OMV LUKA,Vojkovo nabrežje 38,6000,45.554681,13.744175,2020-10-01T13:18:30Z,2021-05-25T06:57:00Z
828,2,BS MOL LUKOVICA,Koseskega cesta 4,1225,46.16606,14.6896,2020-10-01T13:18:30Z,
829,2,BS MOL MARIBOR BOHOVA,Tržaška c. 83,2000,46.51809,15.65131,2020-10-01T13:18:30Z,2024-03-21T23:26:14Z
830,2,BS MOL MARIBOR PTUJSKA VZHOD,Ptujska cesta 225,2000,46.522349,15.679883,2020-10-01T13:18:30Z,2024-02-21T13:24:09Z
831,5,BS MOL MARIBOR PTUJSKA ZAHOD,Ptujska cesta 104,2000,46.53485,15.66165,2020-10-01T13:18:30Z,2024-01-31T09:22:59Z
832,2,BS MOL MARINA KOPER,Kopališko nabrežje 5,6000,45.55049,13.72786,2020-10-01T13:18:30Z,
833,4,BS MOL MURSKA SOBOTA LENDAVSKA,Lendavska 60d,9000,46.66673,16.17698,2020-10-01T13:18:30Z,2024-02-06T23:23:37Z
834,2,BS MOL NOVA VAS,Nova vas 1a,1385,45.773401,14.504678,2020-10-01T13:18:30Z,
835,2,BS MOL NOVO MESTO LEVIČNIKOVA,Levičnikova c. 4,8000,45.804054,15.181842,2020-10-01T13:18:30Z,
836,2,BS MOL NOVO MESTO LJUBLJANSKA,Ljubljanska cesta 11,8000,45.8139,15.153116666666667,2020-10-01T13:18:30Z,
837,2,BS MOL OBREŽJE JUG,Jesenice 36a,8261,45.854884,15.684443,2020-10-01T13:18:30Z,
838,2,BS MOL ORMOŽ,Hardek 44d,2270,46.409754,16.160733,2020-10-01T13:18:30Z,
839,2,BS MOL PESEK,Krvavi potok 25,6240,45.620425,13.906935,2020-10-01T13:18:30Z,
840,2,BS MOL PODGRAD,Podgrad 12a,6244,45.52107,14.14733,2020-10-01T13:18:30Z,
841,2,BS MOL PORTOROŽ,Fizine 17,6320,45.515177,13.580759,2020-10-01T13:18:30Z,
842,2,BS MOL POSTOJNA TITOVA,Titova c.12,6230,45.77113,14.201277,2020-10-01T13:18:30Z,
843,2,BS MOL POSTOJNA TRŽAŠKA,Tržaška c. 60b,6230,45.772642,14.200028,2020-10-01T13:18:30Z,2024-02-13T12:39:19Z
844,2,BS MOL RADOVLJICA JUG,Ljubljanska cesta 70,4240,46.33865,14.19095,2020-10-01T13:18:30Z,
845,2,BS MOL RADOVLJICA SEVER,Ljubljanska cesta 71,4240,46.33934,14.19201,2020-10-01T13:18:30Z,
846,2,BS MOL RAKEK,Partizanska 73a,1381,45.808113,14.329101,2020-10-01T13:18:30Z,
847,2,BS MOL RAVBARKOMANDA VZHOD,Javorniška pot 9a,6230,45.78312588,14.22304178,2020-10-01T13:18:30Z,
848,2,BS MOL RAVBARKOMANDA ZAHOD,Javorniška pot 7a,6230,45.78536414,14.22271237,2020-10-01T13:18:30Z,
849,2,BS MOL ROŽNA DOLINA SEVER,Angela Besednjaka 8,5000,45.940972,13.640395,2020-10-01T13:18:30Z,
850,2,OMV RUŠE BEZENA,Bezena 99,2342,46.54981,15.53794,2020-10-01T13:18:30Z,2022-11-29T13:37:42Z
851,2,BS MOL SENOVO,Titova ulica 101c,8281,46.02489,15.47797,2020-10-01T13:18:30Z,
852,2,BS MOL SENOŽEČE,Senožeče 10a,6224,45.72321,14.04572,2020-10-01T13:18:30Z,
853,2,BS MOL SEŽANA,Partizanska 63a,6210,45.705649,13.863156,2020-10-01T13:18:30Z,
854,2,BS MOL SLOVENSKA BISTRICA ŽOLGARJEVA,Žolgarjeva ulica 16,2310,46.385322,15.571972,2020-10-01T13:18:30Z,
855,2,BS MOL SLOVENSKE KONJICE,Liptovska 36a,3210,46.34068,15.41675,2020-10-01T13:18:30Z,
856,2,BS MOL SMEDNIK,Smednik 12a,8274,45.90773,15.37137,2020-10-01T13:18:30Z,
857,2,BS MOL SPODNJA IDRIJA,Vojkova ulica 24,5280,46.01699,14.0288,2020-10-01T13:18:30Z,
858,2,BS MOL SPODNJI DUPLEK,C. 4.julija 69,2241,46.501143,15.751535,2020-10-01T13:18:30Z,
859,2,BS MOL STARI TRG,C.Notranjskega odreda 5,1386,45.715829,14.470974,2020-10-01T13:18:30Z,
860,2,BS MOL STOJNCI,Stojnci 24,2281,46.380448,15.972496,2020-10-01T13:18:30Z,2024-03-21T23:26:14Z
861,2,BS MOL ŠEMPAS,Šempas 160b,5261,45.917693,13.721916,2020-10-01T13:18:30Z,
862,2,BS MOL ŠENTJUR,Ljubljanska c. 20a,3230,46.214942,15.38352,2020-10-01T13:18:30Z,
863,2,BS MOL ŠKOFIJE VZHOD,Sp.Škofije 260,6281,45.580603,13.797535,2020-10-01T13:18:30Z,
864,2,BS MOL ŠKOFIJE ZAHOD,Sp.Škofije 256a,6281,45.579851,13.796288,2020-10-01T13:18:30Z,
865,2,BS MOL ŠKOFJA LOKA,Kidričeva 23a,4220,46.168842,14.31952,2020-10-01T13:18:30Z,
866,2,BS MOL ŠMARJE,Srgaši 42a,6274,45.510467,13.707064,2020-10-01T13:18:30Z,
867,2,BS MOL ŠTANJEL,Štanjel 80,6222,45.81842,13.84414,2020-10-01T13:18:30Z,
868,2,BS MOL TEPANJE,Tepanje 4b,3210,46.340828,15.469587,2020-10-01T13:18:30Z,2024-01-30T15:24:58Z
869,2,BS MOL TREBNJE,Obrtniška 28,8210,45.910462,15.025649,2020-10-01T13:18:30Z,
870,2,BS MOL VELENJE PARTIZANSKA,Partizanska c. 15a,3320,46.359472,15.099174,2020-10-01T13:18:30Z,
871,2,BS MOL VELENJE SELO,Selo 10a,3320,46.36972,15.13265,2020-10-01T13:18:30Z,
872,2,BS MOL VIPOLŽE,Vipolže 6b,5212,45.966782,13.540767,2020-10-01T13:18:30Z,
873,2,BS MOL VIR DOMŽALE,Šaranovičeva c. 10a,1230,46.147666,14.60635,2020-10-01T13:18:30Z,
874,2,BS MOL VRTOJBA,Polje 6,5290,45.920878,13.631287,2020-10-01T13:18:30Z,
875,2,BS MOL ZAGRADEC,Zagradec 34,1303,45.85943,14.83524,2020-10-01T13:18:30Z,
876,2,BS MOL ZGORNJA POLSKAVA,Bukovec 1b,2314,46.43075,15.62705,2020-10-01T13:18:30Z,2024-03-27T09:24:41Z
1548,2,BS MOL KIDRIČEVO,TOVARNIŠKA CESTA 8A,2325,46.404094,15.799085,2020-10-01T13:18:30Z,
1549,4,BS MOL ROGAŠKA SLATINA,TRŽIŠČE 12B,3250,46.2306674,15.6556409,2020-10-01T13:18:30Z,2024-02-06T23:23:37Z
1550,4,"BS MOL CELJE, KIDRIČEVA",KIDRIČEVA ULICA 40,3000,46.234044,15.2961655,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1551,4,BS MOL LITIJA,LJUBLJANSKA CESTA 10B,1270,46.057104,14.822957,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1552,2,BS MOL KOČEVJE,LJUBLJANSKA CESTA 40,1330,45.6488405,14.8544269,2020-10-01T13:18:30Z,
1553,2,BS MOL SLOVENSKA BISTRICA,LJUBLJANSKA CESTA 91,,46.38245,15.563571,2020-10-01T13:18:30Z,
1554,2,BS MOL MURSKA SOBOTA,MALA NOVA ULICA 1,9000,46.6560676,16.1751469,2020-10-01T13:18:30Z,
1555,2,BS MOL RIBNICA,MERHARJEVA ULICA 13,1310,45.738688,14.733154,2020-10-01T13:18:30Z,
1556,2,BS MOL LOGATEC,TRŽAŠKA 74A,1370,45.9166669,14.218824,2020-10-01T13:18:30Z,
1557,2,"BS MOL CELJE, MARIBORSKA",MARIBORSKA CESTA 111,3000,46.2451779,15.2776158,2020-10-01T13:18:30Z,
1558,4,BS MOL MURSKA SOBOTA,LENDAVSKA ULICA 75,9000,46.6676096,16.1767565,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1559,2,BS MOL PINCE,LENDAVSKA CESTA 44 A,9220,46.522006,16.51979,2020-10-01T13:18:30Z,
1560,2,BS MOL ROŽNA DOLINA,ULICA ANGELA BESEDNJAKA 8A,5000,45.9404582,13.6399226,2020-10-01T13:18:30Z,
1561,2,BS MOL RADVANJE MARIBOR,STRELIŠKA CESTA 16/A,2000,46.5360559,15.6202679,2020-10-01T13:18:30Z,
1562,4,BS MOL KOZINA,BAZOVIŠKA CESTA 18,6240,45.6090699,13.9336733,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1563,2,BS MOL GORNJA RADGONA,LJUTOMERSKA CESTA 12,,46.6699694,15.9961534,2020-10-01T13:18:30Z,
1564,2,BS MOL HOČE,MIKLAVŠKA CESTA 80,2311,46.5005164,15.6550055,2020-10-01T13:18:30Z,
1565,4,BS MOL NOVO MESTO,MIRNOPEŠKA CESTA 4,8000,45.8211663,15.1506657,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1566,4,BS MOL SEŽANA,PARTIZANSKA CESTA 69/B,,45.7050725,13.8608974,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1567,2,BS MOL SELNICA OB DRAVI,MARIBORSKA CESTA 10 C,,46.5523428,15.4977882,2020-10-01T13:18:30Z,
1568,2,BS MOL LORMANJE,LORMANJE 22D,2230,46.566917,15.8255,2020-10-01T13:18:30Z,
1569,4,BS MOL CELJE 3,MARIBORSKA 128,3000,46.244417,15.278217,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1570,4,BS MOL SLOVENSKE KONJICE,LIPTOVSKA CESTA 32B,,46.340083,15.418667,2020-10-01T13:18:30Z,2024-05-22T08:30:37Z
1571,2,BS MOL DRAMLJE,LAZE PRI DRAMLJAH 6B,3222,46.260293,15.3918165,2020-10-01T13:18:30Z,
1572,2,BS MOL MESTINJE,MESTINJE 2A,3241,46.2343558,15.5634657,2020-10-01T13:18:30Z,
1573,4,BS MOL MURSKA SOBOTA 3,BAKOVSKA 31/A,9000,46.645667,16.168083,2020-10-01T13:18:30Z,2024-02-05T09:23:43Z
1574,4,BS MOL KOČEVJE 2,REŠKA CESTA 25/A,1330,45.632833,14.864267,2020-10-01T13:18:30Z,2024-03-13T12:40:53Z
1575,2,BS MOL OTIŠKI VRH,OTIŠKI VRH 52,2373,46.5695,15.036667,2020-10-01T13:18:30Z,
1576,2,BS MOL POBREŽJE MARIBOR,ULICA VELJKA VLAHOVIČA 8,2000,46.546333,15.674833,2020-10-01T13:18:30Z,
1577,4,BS MOL PRESTRANEK,REŠKA CESTA 18/B,6258,45.728,14.188,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1578,4,BS MOL LJUTOMER,KOLODVORSKA ULICA 2A,9240,46.526083,16.193583,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1579,2,BS MOL ŠENTILJ,MARIBORSKA CESTA 6,,46.677917,15.652583,2020-10-01T13:18:30Z,
1580,2,BS MOL PTUJ,PUHOVA ULICA 18A,2250,46.421507,15.88666,2020-10-01T13:18:30Z,
1581,2,BS MOL ZASAVJE,ZAVRŠJE 30,,46.1110129,15.0066052,2020-10-01T13:18:30Z,
1582,4,BS MOL MIKLAVŽ,PTUJSKA CESTA 135,2204,46.496423,15.713914,2020-10-01T13:18:30Z,2024-02-06T23:23:37Z
1583,4,BS MOL DRNOVO,VELIKA VAS PRI KRŠKEM 69,8273,45.920289,15.473747,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1584,4,BS MOL ŠMARJE,CELJSKA CESTA 55,,46.228855,15.504098,2020-10-01T13:18:30Z,2024-02-06T23:23:37Z
1585,4,BS MOL ARCLIN,ARCLIN 101,3211,46.278837,15.300182,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1586,4,BS MOL TRBOVLJE,VODENSKA CESTA 28A,,46.142862,15.036079,2020-10-01T13:18:30Z,2024-03-13T12:40:53Z
1587,2,BS MOL LETUŠ,LETUŠ 11 D,3327,46.311732,15.026208,2020-10-01T13:18:30Z,
1588,4,BS MOL SENOŽETI,SENOŽETI 93,,46.088644,14.716823,2020-10-01T13:18:30Z,2024-02-07T09:23:37Z
1589,4,BS MOL BTC,LETALIŠKA CESTA 24,1000,46.061644,14.564443,2020-10-01T13:18:30Z,2024-05-22T08:30:37Z
1590,2,BS MOL RUDNIK,PREMRLOVA ULICA 10,1000,46.01729,14.530471,2020-10-01T13:18:30Z,
1591,2,BS MOL VODICE,ŠKOFJELOŠKA CESTA 14,,46.185997,14.487635,2020-10-01T13:18:30Z,
1592,2,BS MOL AJDOVŠČINA,Mirce 10,5270,45.880481,13.905018,2020-10-01T13:18:30Z,
1593,2,BS MOL BRATISLAVSKA,BRATISALVSKA CESTA 11,1000,46.062837,14.550083,2020-10-01T13:18:30Z,
1921,1,PETROL MARIBOR - TRŽAŠKA 36,TRŽAŠKA CESTA 36,2000,46.53769944,15.64633113,2020-10-01T13:18:30Z,
1922,1,PETROL MARIBOR - MLINSKA,MLINSKA ULICA 33,2000,46.5573545,15.65508386,2020-10-01T13:18:30Z,
1923,1,PETROL ŠENTILJ AC - ZAHOD,CESTA 2. JULIJA 19,2212,46.68509786,15.64986497,2020-10-01T13:18:30Z,
1924,1,PETROL MARIBOR - PTUJSKA 136,PTUJSKA CESTA 136,2000,46.53249876,15.66655604,2020-10-01T13:18:30Z,
1925,1,PETROL MARIBOR - VALVASORJEVA,VALVASORJEVA ULICA 51,2000,46.555036,15.633782,2020-10-01T13:18:30Z,
1926,1,PETROL SLOVENSKA BISTRICA - LJUBLJANSKA ZAHOD,LJUBLJANSKA CESTA 74,2310,46.38470725,15.5654534,2020-10-01T13:18:30Z,
1927,1,PETROL MARIBOR - GOSPOSVETSKA SEVER,GOSPOSVETSKA CESTA 92,2000,46.56386643,15.62682805,2020-10-01T13:18:30Z,
1928,1,PETROL SOLKAN,CESTA IX. KORPUSA 67,5250,45.96778633,13.64164681,2020-10-01T13:18:30Z,
1929,1,PETROL MARIBOR - PARTIZANSKA,PARTIZANSKA CESTA 58,2000,46.56486151,15.65925818,2020-10-01T13:18:30Z,
1930,1,PETROL MARIBOR - PTUJSKA 111,PTUJSKA CESTA 111,2000,46.53248364,15.66759889,2020-10-01T13:18:30Z,
1931,1,PETROL RUŠE,INDUSTRIJSKA ULICA 4,2342,46.54026886,15.51724169,2020-10-01T13:18:30Z,
1932,1,PETROL PRAGERSKO,PTUJSKA CESTA 20,2331,46.39511839,15.65879604,2020-10-01T13:18:30Z,
1933,1,PETROL RAČE,LJUBLJANSKA CESTA 22,2327,46.45289915,15.67336264,2020-10-01T13:18:30Z,
1934,1,PETROL MARIBOR - TRŽAŠKA 10,TRŽAŠKA CESTA 10,2000,46.54123587,15.64785997,2020-10-01T13:18:30Z,
1935,1,PETROL ŠEMPETER PRI GORICI - PADLIH BORCEV,ULICA PADLIH BORCEV 2,5290,45.92923326,13.64146317,2020-10-01T13:18:30Z,
1936,1,PETROL ŠENTILJ - MARIBORSKA,MARIBORSKA CESTA 49,2212,46.67188025,15.66080301,2020-10-01T13:18:30Z,
1937,1,PETROL STARŠE,STARŠE 78A,2205,46.46753906,15.76300861,2020-10-01T13:18:30Z,
1938,1,PETROL POLJČANE,BISTRIŠKA CESTA 93,2319,46.309005,15.577384,2020-10-01T13:18:30Z,
1939,1,PETROL SLIVNICA ZAHOD,POT K ČRPALKI 5,2312,46.482509,15.654919,2020-10-01T13:18:30Z,
1940,1,PETROL MARIBOR - GOSPOSVETSKA JUG,GOSPOSVETSKA CESTA 81,2000,46.56349021,15.62652364,2020-10-01T13:18:30Z,
1941,1,PETROL OPLOTNICA,PARTIZANSKA CESTA 31,2317,46.38403,15.448916,2020-10-01T13:18:30Z,
1942,1,PETROL SELNICA OB DRAVI,MARIBORSKA CESTA 46,2352,46.54934191,15.4860149,2020-10-01T13:18:30Z,
1943,1,PETROL MARIBOR - NA POLJANAH,NA POLJANAH 10,2000,46.551953,15.630002,2020-10-01T13:18:30Z,
1944,1,PETROL LOVRENC NA POHORJU,MARIBORSKA CESTA 43,2344,46.54696377,15.40182431,2020-10-01T13:18:30Z,
1945,1,PETROL ŠENTILJ AC - VZHOD,CESTA 2. JULIJA 22,2212,46.6859127,15.65055471,2020-10-01T13:18:30Z,
1946,1,PETROL SREDIŠČE OB DRAVI,SLOVENSKA CESTA 91A,2277,46.394433,16.277736,2020-10-01T13:18:30Z,
1947,1,PETROL NOVA GORICA - VOJKOVA VZHOD,VOJKOVA CESTA 51,5000,45.962335,13.649495,2020-10-01T13:18:30Z,
1948,1,PETROL MOŠKANJCI,MOŠKANJCI 1G,2272,46.41689,15.985636,2020-10-01T13:18:30Z,
1949,1,PETROL PODLEHNIK AC - VZHOD,STANOŠINA 35,2286,46.326604,15.880214,2020-10-01T13:18:30Z,
1950,1,PETROL IDRIJA,VOJKOVA ULICA 27,5280,46.00620792,14.02764615,2020-10-01T13:18:30Z,
1951,1,PETROL LENART,KRAIGHERJEVA ULICA 40,2230,46.58401138,15.84030408,2020-10-01T13:18:30Z,
1952,1,PETROL ROŽNA DOLINA,VIPAVSKA CESTA 3A,5000,45.942191,13.638451,2020-10-01T13:18:30Z,
1953,1,PETROL ČRNCI,ČRNCI 47A,9253,46.69630599,15.88782207,2020-10-01T13:18:30Z,
1954,1,PETROL MARIBOR - POBREŽJE,ČUFARJEVA CESTA 10,2000,46.5542838,15.66939413,2020-10-01T13:18:30Z,
1955,1,PETROL MOST NA SOČI,MOST NA SOČI 51B,5216,46.15283904,13.74145196,2020-10-01T13:18:30Z,
1956,1,PETROL MARIBOR - PTUJSKA 188,PTUJSKA CESTA 188,2000,46.52829802,15.67244913,2020-10-01T13:18:30Z,
1957,1,PETROL KOBARID,GORIŠKA CESTA 8,5222,46.2417162,13.58250354,2020-10-01T13:18:30Z,
1958,1,PETROL KANAL OB SOČI,KIDRIČEVA CESTA 10A,5213,46.08786527,13.63259475,2020-10-01T13:18:30Z,
1959,1,PETROL ŠEMPETER PRI GORICI - PREKOMORSKIH BRIGAD,CESTA PREKOMORSKIH BRIGAD 64A,5290,45.93235392,13.63826623,2020-10-01T13:18:30Z,
1960,1,PETROL MIREN,MIREN 13D,5291,45.898043,13.608726,2020-10-01T13:18:30Z,
1961,1,PETROL LJUTOMER,PREŠERNOVA ULICA 19,9240,46.52201409,16.19426906,2020-10-01T13:18:30Z,
1962,1,PETROL LENDAVA,KOLODVORSKA ULICA 8A,9220,46.55996722,16.44790177,2020-10-01T13:18:30Z,
1963,1,PETROL ROGAŠOVCI,SVETI JURIJ 7A,9262,46.798925,16.03618722,2020-10-01T13:18:30Z,
1964,1,PETROL DOLNJI LAKOŠ,GLAVNA ULICA 3,9220,46.55372124,16.44233518,2020-10-01T13:18:30Z,
1965,1,PETROL RADENCI,RADGONSKA CESTA 14,9252,46.64504675,16.03435514,2020-10-01T13:18:30Z,
1966,1,PETROL BELTINCI,PANONSKA ULICA 2B,9231,46.6116377,16.22745614,2020-10-01T13:18:30Z,
1967,1,PETROL KRIŽEVCI,KLJUČAROVCI PRI LJUTOMERU 83,9242,46.55783512,16.14313338,2020-10-01T13:18:30Z,
1968,1,PETROL DOBROVNIK,DOBROVNIK 4A,9223,46.65099893,16.35338368,2020-10-01T13:18:30Z,
1969,1,PETROL ODRANCI,NASELJE GREDICE 1A,9233,46.58197141,16.28224598,2020-10-01T13:18:30Z,
1970,1,PETROL GORNJA RADGONA - MELE,LJUTOMERSKA CESTA 36,9250,46.66198841,16.01446177,2020-10-01T13:18:30Z,
1971,1,PETROL MARTJANCI,MARTJANCI 83B,9221,46.68760198,16.19649434,2020-10-01T13:18:30Z,
1972,1,PETROL MURSKA SOBOTA - TIŠINSKA JUG,TIŠINSKA ULICA 29D,9000,46.651421,16.14565,2020-10-01T13:18:30Z,
1973,1,PETROL GODOVIČ,GODOVIČ 2B,5275,45.95665729,14.09433635,2020-10-01T13:18:30Z,
1974,1,PETROL CANKOVA,CANKOVA 35,9261,46.71906544,16.02095244,2020-10-01T13:18:30Z,
1975,1,PETROL KUZMA,KUZMA 26B,9263,46.834052,16.081947,2020-10-01T13:18:30Z,
1976,1,PETROL GRABONOŠ AC - SEVER,GRABONOŠ 4D,9244,46.585173,16.007142,2020-10-01T13:18:30Z,
1977,1,PETROL MARIBOR - AC ZAHOD,NA POLJU 24,2000,46.532935,15.699297,2020-10-01T13:18:30Z,
1978,1,PETROL MARIBOR - AC VZHOD,NA POLJU 20,2000,46.531265,15.701209,2020-10-01T13:18:30Z,
1979,1,PETROL VUČJA VAS,BUČEČOVCI 4B,9242,46.590862,16.107841,2020-10-01T13:18:30Z,
1980,1,PETROL DORNBERK,DRAGA 18A,5294,45.88507011,13.73292985,2020-10-01T13:18:30Z,
1981,1,PETROL NOVA GORICA - GRČNA,VOJKOVA CESTA 68,5000,45.95320889,13.65237464,2020-10-01T13:18:30Z,
1982,1,PETROL AJDOVŠČINA - GORIŠKA,GORIŠKA CESTA 29,5270,45.88663093,13.89897002,2020-10-01T13:18:30Z,
1983,1,PETROL GOLO BRDO V BRDIH,GOLO BRDO 10B,5212,46.054382,13.497999,2020-10-01T13:18:30Z,
1984,1,PETROL NOVA GORICA - VOJKOVA ZAHOD,VOJKOVA CESTA 52,5000,45.96223076,13.64898236,2020-10-01T13:18:30Z,
1985,1,PETROL ŠEMPAS,ŠEMPAS 161A,5261,45.93039187,13.73978149,2020-10-01T13:18:30Z,
1986,1,PETROL BOVEC,DVOR 44,5230,46.33279417,13.54135681,2020-10-01T13:18:30Z,
1987,1,PETROL ČRNI VRH,ČRNI VRH 121,5274,45.92556913,14.05336933,2020-10-01T13:18:30Z,
1988,1,PETROL DESKLE,SREBRNIČEVA ULICA 4,5210,46.05406598,13.61904093,2020-10-01T13:18:30Z,
1989,1,PETROL TOLMIN,TRG MARŠALA TITA 18,5220,46.18282816,13.73383929,2020-10-01T13:18:30Z,
1990,1,"PETROL KOPER, SERMIN",SERMIN 7D,6000,45.55178982,13.76037054,2020-10-01T13:18:30Z,
1991,1,PETROL PODBRDO,PODBRDO 60C,5243,46.206127,13.959792,2020-10-01T13:18:30Z,
1992,1,PETROL LIPICA,LIPICA 26,6210,45.6554886,13.88112209,2020-10-01T13:18:30Z,
1993,1,PETROL SEŽANA,PARTIZANSKA CESTA 147,6210,45.702385,13.84361,2020-10-01T13:18:30Z,
1994,1,PETROL JAGODJE - JUG,JAGODJE 10,6310,45.52451738,13.6508096,2020-10-01T13:18:30Z,
1995,1,PETROL ILIRSKA BISTRICA,VILHARJEVA CESTA 33C,6250,45.575503,14.23202,2020-10-01T13:18:30Z,
1996,1,PETROL POSTOJNA,REŠKA CESTA 5,6230,45.76695944,14.19834697,2020-10-01T13:18:30Z,
1997,1,PETROL VRTOJBA AC - SEVER,MEDNARODNI PREHOD 1A,5290,45.920547,13.628483,2020-10-01T13:18:30Z,
1998,1,PETROL JAGODJE - SEVER,JAGODJE 9,6310,45.52595915,13.64867549,2020-10-01T13:18:30Z,
1999,1,PETROL CERKNO,GORIŠKA CESTA 37,5282,46.11808413,13.97148427,2020-10-01T13:18:30Z,
2000,1,PETROL VRTOJBA AC - JUG,MEDNARODNI PREHOD 4A,5290,45.91934,13.627636,2020-10-01T13:18:30Z,
2001,1,PETROL VIPAVA,GORIŠKA CESTA 41,5271,45.8488706,13.95468545,2020-10-01T13:18:30Z,
2002,1,PETROL AJŠEVICA,AJŠEVICA 19,5000,45.9530272,13.69107053,2020-10-01T13:18:30Z,
2003,1,PETROL CERKNICA,CESTA 4. MAJA 3A,1380,45.78853568,14.36984285,2020-10-01T13:18:30Z,
2004,1,PETROL KOPER - ŠMARSKA,ŠMARSKA CESTA 5F,6000,45.53250448,13.73568232,2020-10-01T13:18:30Z,
2005,1,"PETROL IZOLA, INDUSTRIJSKA",INDUSTRIJSKA CESTA 9B,6310,45.535631,13.671735,2020-10-01T13:18:30Z,
2006,1,PETROL HRPELJE,REŠKA CESTA 51,6240,45.604489,13.949959,2020-10-01T13:18:30Z,
2007,1,PETROL ŠTALONI,KOZARNO 1B,5212,46.00171653,13.51782499,2020-10-01T13:18:30Z,
2008,1,PETROL ŠEMPAS AC - JUG,ŠEMPAS 160C,5261,45.917,13.719403,2020-10-01T13:18:30Z,
2009,1,PETROL KOZINA AC - VZHOD,BAZOVIŠKA CESTA 23A,6240,45.60515,13.928699,2020-10-01T13:18:30Z,
2010,1,PETROL ORMOŽ,KOLODVORSKA CESTA 5,2270,46.40764081,16.15117853,2020-10-01T13:18:30Z,
2011,1,PETROL PTUJ - ORMOŠKA 25,ORMOŠKA CESTA 25,2250,46.41703099,15.8826979,2020-10-01T13:18:30Z,
2012,1,PETROL HAJDOŠE,HAJDOŠE 43D,2288,46.42559375,15.82734335,2020-10-01T13:18:30Z,
2013,1,PETROL MAJŠPERK,MAJŠPERK 55A,2322,46.3487854,15.73672014,2020-10-01T13:18:30Z,
2014,1,PETROL PTUJ - ORMOŠKA 26/B,ORMOŠKA CESTA 26B,2250,46.41676013,15.88049476,2020-10-01T13:18:30Z,
2015,1,PETROL PTUJ - OSOJNIKOVA,OSOJNIKOVA CESTA 10,2250,46.42711936,15.8836554,2020-10-01T13:18:30Z,
2016,1,PETROL AJDOVŠČINA - VIPAVSKA,VIPAVSKA CESTA 4C,5270,45.88288,13.90989,2020-10-01T13:18:30Z,
