pk,franchise_pk,name,address,zip_code,lat,lng,first_seen,last_seen
2017,1,PETROL DOLGA VAS,GLAVNA ULICA 200,9220,46.59372345,16.46019878,2020-10-01T13:18:30Z,
2018,1,PETROL MURSKA SOBOTA AC - SEVER,BAKOVSKA ULICA 53,9000,46.635944,16.166272,2020-10-01T13:18:30Z,
2019,1,PETROL MURSKA SOBOTA AC - JUG,BAKOVSKA ULICA 51,9000,46.634461,16.164346,2020-10-01T13:18:30Z,
2020,1,PETROL VOSEK,VOSEK 22A,2231,46.59570289,15.70616915,2020-10-01T13:18:30Z,
2021,1,PETROL SLOVENSKA BISTRICA - LJUBLJANSKA KROŽIŠČE,LJUBLJANSKA CESTA 45,2310,46.387184,15.569006,2020-10-01T13:18:30Z,
2022,1,PETROL PTUJ - ZAGREBŠKA,ZAGREBŠKA CESTA 49B,2250,46.40705215,15.866315,2020-10-01T13:18:30Z,
2023,1,PETROL MARIBOR - PUHOVA,PUHOVA ULICA 3,2000,46.54782826,15.67767389,2020-10-01T13:18:30Z,
2024,1,PETROL PTUJ - DORNAVSKA,DORNAVSKA CESTA 6B,2250,46.42336766,15.88908401,2020-10-01T13:18:30Z,
2025,1,PETROL MARIBOR - TRŽAŠKA 11,TRŽAŠKA CESTA 11,2000,46.53817035,15.64737991,2020-10-01T13:18:30Z,
2026,1,PETROL LORMANJE AC - JUG,LORMANJE 22C,2230,46.564825,15.826899,2020-10-01T13:18:30Z,
2027,1,PETROL PINCE AC - JUG,PINCE-MAROF 55,9220,46.521752,16.51791,2020-10-01T13:18:30Z,
2028,1,PETROL SLIVNICA VZHOD,LJUBLJANSKA CESTA 61,2311,46.493923,15.652196,2020-10-01T13:18:30Z,
2029,1,PETROL MURSKA SOBOTA - PLESE,PANONSKA ULICA 5,9000,46.656739,16.178624,2020-10-01T13:18:30Z,
2030,1,PETROL POVIR AC - JUG,POVIR 95,6210,45.703393,13.940151,2020-10-01T13:18:30Z,
2031,1,PETROL POVIR AC - SEVER,POVIR 96,6210,45.703632,13.941688,2020-10-01T13:18:30Z,
2032,1,PETROL VIPAVA AC - SEVER,GORIŠKA CESTA 3A,5271,45.829264,13.958807,2020-10-01T13:18:30Z,
2033,1,PETROL PIVKA,POSTOJNSKA CESTA 20A,6257,45.68611881,14.19717139,2020-10-01T13:18:30Z,
2034,1,PETROL KOPER - KOLODVORSKA,KOLODVORSKA CESTA 3A,6000,45.542714,13.735513,2020-10-01T13:18:30Z,
2035,1,PETROL IZOLA MANDRAČ,VELIKI TRG 0N,6310,45.538539,13.65634,2020-10-01T13:18:30Z,
2036,1,PETROL LJUBLJANA - CELOVŠKA 226,CELOVŠKA CESTA 226,1000,46.081849,14.479525,2020-10-01T13:18:30Z,
2037,1,PETROL LJUBLJANA - RAKOVNIK,DOLENJSKA CESTA 136A,1000,46.03323598,14.52693479,2020-10-01T13:18:30Z,
2038,1,PETROL LJUBLJANA - ŠMARTINSKA 45,ŠMARTINSKA CESTA 45,1000,46.0630141,14.52518352,2020-10-01T13:18:30Z,
2039,1,PETROL LJUBLJANA - DUNAJSKA 130,DUNAJSKA CESTA 130,1000,46.078052,14.512668,2020-10-01T13:18:30Z,
2040,1,PETROL LJUBLJANA - TRŽAŠKA 44,TRŽAŠKA CESTA 44,1000,46.04443147,14.48517761,2020-10-01T13:18:30Z,
2041,1,PETROL LJUBLJANA - TRŽAŠKA 131A,TRŽAŠKA CESTA 131A,1000,46.03869769,14.47088774,2020-10-01T13:18:30Z,
2042,1,PETROL LJUBLJANA - ZALOŠKA,ZALOŠKA CESTA 60A,1000,46.05587096,14.53893203,2020-10-01T13:18:30Z,
2043,1,PETROL LJUBLJANA - RUDNIK VZHOD,DOLENJSKA CESTA 157A,1000,46.01990066,14.54272853,2020-10-01T13:18:30Z,
2044,1,PETROL LJUBLJANA - DUNAJSKA 133,DUNAJSKA CESTA 133,1000,46.07883295,14.51209267,2020-10-01T13:18:30Z,
2045,1,PETROL LJUBLJANA - ŠMARTINSKA 101,ŠMARTINSKA CESTA 101,1000,46.066152,14.531219,2020-10-01T13:18:30Z,
2046,1,PETROL LJUBLJANA - TRŽAŠKA 130,TRŽAŠKA CESTA 130,1000,46.03844761,14.46933955,2020-10-01T13:18:30Z,
2047,1,PETROL LJUBLJANA - CELOVŠKA 251,CELOVŠKA CESTA 251,1000,46.08132492,14.47901865,2020-10-01T13:18:30Z,
2048,1,PETROL LJUBLJANA - TIVOLSKA,TIVOLSKA CESTA 43,1000,46.0580724,14.50344546,2020-10-01T13:18:30Z,
2049,1,PETROL LJUBLJANA - ŠMARTINSKA 150,ŠMARTINSKA CESTA 150,1000,46.06921194,14.54248084,2020-10-01T13:18:30Z,
2050,1,PETROL LJUBLJANA - CELOVŠKA 148,CELOVŠKA CESTA 148,1000,46.07303365,14.48691567,2020-10-01T13:18:30Z,
2051,1,PETROL LJUBLJANA - POLJE,ZALOŠKA CESTA 166,1260,46.053796,14.587178,2020-10-01T13:18:30Z,
2052,1,PETROL LJUBLJANA - TRNOVO,RIHARJEVA ULICA 31,1000,46.03925962,14.50003317,2020-10-01T13:18:30Z,
2053,1,PETROL DOBROVA,POLHOGRAJSKA CESTA 12,1356,46.0520304,14.42151956,2020-10-01T13:18:30Z,
2054,1,PETROL PODPEČ,JEZERO 103,1352,45.973133,14.422124,2020-10-01T13:18:30Z,
2055,1,"PETROL LJUBLJANA - ČRNUČE, DUNAJSKA",DUNAJSKA CESTA 460,1231,46.10458934,14.54127278,2020-10-01T13:18:30Z,
2056,1,PETROL LJUBLJANA - DUNAJSKA 70,DUNAJSKA CESTA 70,1000,46.06882986,14.51074492,2020-10-01T13:18:30Z,
2057,1,PETROL LJUBLJANA - RUDNIK ZAHOD,DOLENJSKA CESTA 242F,1000,46.01990756,14.54219888,2020-10-01T13:18:30Z,
2058,1,PETROL ZADVOR,CESTA II. GRUPE ODREDOV 48,1261,46.03588324,14.59614121,2020-10-01T13:18:30Z,
2059,1,PETROL LJUBLJANA AC - BARJE SEVER,CESTA DVEH CESARJEV 71,1000,46.029136,14.481739,2020-10-01T13:18:30Z,
2060,1,PETROL LJUBLJANA AC - BARJE JUG,CESTA DVEH CESARJEV 73,1000,46.028806,14.478422,2020-10-01T13:18:30Z,
2061,1,PETROL BLED - LJUBLJANSKA JUG,LJUBLJANSKA CESTA 30,4260,46.36846888,14.11723896,2020-10-01T13:18:30Z,
2062,1,PETROL DOMŽALE - LJUBLJANSKA,LJUBLJANSKA CESTA 2,1230,46.13555764,14.58035495,2020-10-01T13:18:30Z,
2063,1,PETROL KRANJ - ZLATO POLJE ZAHOD,KOROŠKA CESTA 53B,4000,46.247434,14.349614,2020-10-01T13:18:30Z,
2064,1,PETROL LITIJA - LJUBLJANSKA,LJUBLJANSKA CESTA 8,1270,46.05721177,14.82416328,2020-10-01T13:18:30Z,
2065,1,PETROL LOGATEC,TRŽAŠKA CESTA 21,1370,45.91699729,14.22441176,2020-10-01T13:18:30Z,
2066,1,PETROL RADOVLJICA - KRANJSKA,KRANJSKA CESTA 20,4240,46.34605506,14.1817862,2020-10-01T13:18:30Z,
2067,1,PETROL TRBOVLJE - TRG REVOLUCIJE,TRG REVOLUCIJE 8A,1420,46.14637991,15.04055907,2020-10-01T13:18:30Z,
2068,1,PETROL TRŽIČ - VZHOD,CESTA STE MARIE AUX MINES 13A,4290,46.35376615,14.2930683,2020-10-01T13:18:30Z,
2069,1,PETROL VRHNIKA - LJUBLJANSKA ZAHOD,LJUBLJANSKA CESTA 3,1360,45.968275,14.299194,2020-10-01T13:18:30Z,
2070,1,PETROL ZAGORJE OB SAVI,CESTA ZMAGE 51B,1410,46.1272492,14.99353794,2020-10-01T13:18:30Z,
2071,1,PETROL DOMŽALE - ČEŠMINOVA,ČEŠMINOVA ULICA 1,1230,46.146469,14.599615,2020-10-01T13:18:30Z,
2072,1,PETROL MENGEŠ - SLOVENSKA,SLOVENSKA CESTA 83,1234,46.157861,14.569698,2020-10-01T13:18:30Z,
2073,1,PETROL RATEČE,RATEČE 88A,4283,46.497066,13.708622,2020-10-01T13:18:30Z,
2074,1,PETROL KRANJ - LABORE,LJUBLJANSKA CESTA 23,4000,46.229097,14.354692,2020-10-01T13:18:30Z,
2075,1,PETROL ZGORNJE JEZERSKO,ZGORNJE JEZERSKO 65A,4206,46.39473412,14.50115773,2020-10-01T13:18:30Z,
2076,1,PETROL ŽELEZNIKI,ČEŠNJICA 55,4228,46.22626724,14.17252414,2020-10-01T13:18:30Z,
2077,1,PETROL KRANJ - ZLATO POLJE VZHOD,KOROŠKA CESTA 18A,4000,46.24951232,14.3478394,2020-10-01T13:18:30Z,
2078,1,PETROL JESENICE - MARŠALA TITA,CESTA MARŠALA TITA 113,4270,46.44194598,14.03643803,2020-10-01T13:18:30Z,
2079,1,PETROL CERKLJE NA GORENJSKEM,SLOVENSKA CESTA 52,4207,46.247136,14.485884,2020-10-01T13:18:30Z,
2080,1,PETROL ŠKOFJA LOKA - TRATA,KIDRIČEVA CESTA 57A,4220,46.17302892,14.33101817,2020-10-01T13:18:30Z,
2081,1,BS BLED - LJUBLJANSKA SEVER,LJUBLJANSKA CESTA 15A,4260,46.368737,14.115882,2020-10-01T13:18:30Z,2020-10-19T12:38:30Z
2082,1,PETROL KAMNIK - LJUBLJANSKA,LJUBLJANSKA CESTA 10A,1241,46.21205029,14.59993502,2020-10-01T13:18:30Z,
2083,1,PETROL RADOVLJICA - GORENJSKA,GORENJSKA CESTA 41A,4240,46.34844567,14.16883456,2020-10-01T13:18:30Z,
2084,1,PETROL KRANJ - STANETA ŽAGARJA 58B,CESTA STANETA ŽAGARJA 58B,4000,46.24334118,14.36914271,2020-10-01T13:18:30Z,
2085,1,PETROL PODKOREN,PODKOREN 1A,4280,46.4896618,13.76471293,2020-10-01T13:18:30Z,
2086,1,PETROL NAKLO,KRANJSKA CESTA 4,4202,46.27058563,14.31367281,2020-10-01T13:18:30Z,
2087,1,PETROL MORAVČE,PARTIZANSKA CESTA 18,1251,46.13700902,14.74115067,2020-10-01T13:18:30Z,
2088,1,PETROL LOM AC - ZAHOD,NOTRANJSKA CESTA 75,1370,45.898796,14.254887,2020-10-01T13:18:30Z,
2089,1,PETROL LOM AC - VZHOD,NOTRANJSKA CESTA 77,1370,45.89814,14.256533,2020-10-01T13:18:30Z,
2090,1,PETROL BLAGOVICA,BLAGOVICA 30,1223,46.17650516,14.80743334,2020-10-01T13:18:30Z,
2091,1,PETROL BOHINJSKA BISTRICA,SAVSKA CESTA 22,4264,46.27794883,13.9514971,2020-10-01T13:18:30Z,
2092,1,PETROL TRZIN,LJUBLJANSKA CESTA 50,1236,46.123204,14.553637,2020-10-01T13:18:30Z,
2093,1,PETROL BRODE,BRODE 20,4220,46.1379264,14.25352741,2020-10-01T13:18:30Z,
2094,1,PETROL HRASTNIK,PODKRAJ 77B,1430,46.11937061,15.08074191,2020-10-01T13:18:30Z,
2095,1,PETROL HRUŠICA AC - JUG,SPODNJI PLAVŽ 24A,4270,46.440467,14.026493,2020-10-01T13:18:30Z,
2096,1,PETROL HRUŠICA AC - SEVER,SPODNJI PLAVŽ 24B,4270,46.440937,14.028828,2020-10-01T13:18:30Z,
2097,1,PETROL ROVTE,ROVTE 20C,1373,45.96963904,14.14181044,2020-10-01T13:18:30Z,
2098,1,PETROL IVANČNA GORICA,VODOTUČINE 14,1295,45.935276,14.804536,2020-10-01T13:18:30Z,
2099,1,PETROL ŠENČUR,POSLOVNA CONA A 1,4208,46.237904,14.411983,2020-10-01T13:18:30Z,
2100,1,PETROL VOKLO AC - ZAHOD,GASILSKA CESTA 55,4208,46.22788,14.419719,2020-10-01T13:18:30Z,
2101,1,PETROL VOKLO AC - VZHOD,GASILSKA CESTA 51,4208,46.22679,14.424885,2020-10-01T13:18:30Z,
2102,1,PETROL TRBOVLJE - VODENSKA,VODENSKA CESTA 1B,1420,46.1372489,15.03407943,2020-10-01T13:18:30Z,
2103,1,PETROL RAŠICA,RAŠICA 40,1315,45.84949633,14.62405548,2020-10-01T13:18:30Z,
2104,1,PETROL KRANJSKA GORA,SAVSKO NASELJE 8,4280,46.48650758,13.79815941,2020-10-01T13:18:30Z,
2105,1,PETROL JESENICE - KOROŠKA BELA,CESTA BORISA KIDRIČA 50,4270,46.42262407,14.10274656,2020-10-01T13:18:30Z,
2106,1,PETROL IZLAKE,OBREZIJA 6,1411,46.150311,14.931488,2020-10-01T13:18:30Z,
2107,1,PETROL ČEŠNJICE V TUHINJU,GOLICE 1B,1219,46.219526,14.790614,2020-10-01T13:18:30Z,
2108,1,PETROL TRŽIČ - ZAHOD,CESTA STE MARIE AUX MINES 13,4290,46.35378031,14.29244434,2020-10-01T13:18:30Z,
2109,1,PETROL VRHNIKA - LJUBLJANSKA VZHOD,LJUBLJANSKA CESTA 4,1360,45.96798994,14.299624,2020-10-01T13:18:30Z,
2110,1,PETROL LITIJA - BRODARSKA,BRODARSKA ULICA 1,1270,46.058657,14.834124,2020-10-01T13:18:30Z,
2111,1,PETROL MOSTE PRI KOMENDI,MOSTE 40F,1218,46.19157546,14.55000276,2020-10-01T13:18:30Z,
2112,1,PETROL MEDVODE - GORENJSKA 15,GORENJSKA CESTA 15,1215,46.14877179,14.40705025,2020-10-01T13:18:30Z,
2113,1,PETROL KRANJ - STANETA ŽAGARJA 53B,CESTA STANETA ŽAGARJA 53B,4000,46.24371235,14.36955351,2020-10-01T13:18:30Z,
2114,1,PETROL LESCE,HRAŠKA CESTA 13A,4248,46.36782569,14.15376274,2020-10-01T13:18:30Z,
2115,1,PETROL MEDVODE - GORENJSKA 14,GORENJSKA CESTA 14,1215,46.13700649,14.4167802,2020-10-01T13:18:30Z,
2116,1,PETROL MEDVODE - GORENJSKA 1,GORENJSKA CESTA 1,1215,46.13675212,14.41630393,2020-10-01T13:18:30Z,
2117,1,PETROL JESENICE - CESTA ŽELEZARJEV,CESTA ŽELEZARJEV 7B,4270,46.43218809,14.06315786,2020-10-01T13:18:30Z,
2118,1,PETROL GABROVKA,KLANEC PRI GABROVKI 12,1274,45.995845,14.976083,2020-10-01T13:18:30Z,
2119,1,PETROL GROSUPLJE,LJUBLJANSKA CESTA 16A,1290,45.958264,14.657955,2020-10-01T13:18:30Z,
2120,1,PETROL PODSMREKA AC - SEVER,PODSMREKA PRI VIŠNJI GORI 15,1294,45.947759,14.771093,2020-10-01T13:18:30Z,
2121,1,PETROL KAMNIK - PEROVO,PEROVO 24,1241,46.20908766,14.60717566,2020-10-01T13:18:30Z,
2122,1,PETROL ŠKOFJA LOKA - KIDRIČEVA JUG,KIDRIČEVA CESTA 8,4220,46.16681875,14.31398429,2020-10-01T13:18:30Z,
2123,1,PETROL LUKOVICA AC - JUG,KOSESKEGA CESTA 1,1225,46.166803,14.693314,2020-10-01T13:18:30Z,
2124,1,PETROL BOROVNICA,LJUBLJANSKA CESTA 10,1353,45.92154962,14.3602911,2020-10-01T13:18:30Z,
2125,1,PETROL IG,LJUBLJANSKA CESTA 69,1292,45.96267202,14.53000724,2020-10-01T13:18:30Z,
2126,1,PETROL KRANJ - STANETA ŽAGARJA 65,CESTA STANETA ŽAGARJA 65,4000,46.241822,14.375238,2020-10-01T13:18:30Z,
2127,1,PETROL HORJUL,VRHNIŠKA CESTA 11,1354,46.02135318,14.30128011,2020-10-01T13:18:30Z,
2128,1,"PETROL LJUBLJANA - ČRNUČE, ŠTAJERSKA",ŠTAJERSKA CESTA 10,1231,46.10584664,14.5451953,2020-10-01T13:18:30Z,
2129,1,PETROL LJUBLJANA - LETALIŠKA,LETALIŠKA CESTA 38,1000,46.0615,14.57315,2020-10-01T13:18:30Z,
2130,1,PETROL LJUBLJANA - ZALOG,ZALOŠKA CESTA 255,1260,46.056932,14.601065,2020-10-01T13:18:30Z,
2131,1,PETROL ŠKOFLJICA - PIJAVA GORICA,KOČEVSKA CESTA 100,1291,45.960092,14.572453,2020-10-01T13:18:30Z,
2132,1,PETROL LJUBLJANA - LITIJSKA,LITIJSKA CESTA 31,1000,46.048276,14.54137,2020-10-01T13:18:30Z,
2133,1,PETROL DOMŽALE - KOPALIŠKA,KOPALIŠKA CESTA 11,1230,46.135583,14.606654,2020-10-01T13:18:30Z,
2134,1,PETROL ŽEJE PRI KOMENDI,POD LIPAMI 3,1218,46.19219144,14.52190652,2020-10-01T13:18:30Z,
2135,1,PETROL LJUBLJANA - KAJUHOVA,KAJUHOVA ULICA 32S,1000,46.061482,14.538136,2020-10-01T13:18:30Z,
2136,1,PETROL GORENJA VAS,POLJANSKA CESTA 118,4224,46.105122,14.144388,2020-10-01T13:18:30Z,
2137,1,PETROL ŽIRI,JOBSTOVA CESTA 35,4226,46.043743,14.10785,2020-10-01T13:18:30Z,
2138,1,PETROL LJUBLJANA - BARJANSKA CESTA,BARJANSKA CESTA 90,1000,46.031446,14.499955,2020-10-01T13:18:30Z,
2139,1,PETROL KRŠKO - CESTA KRŠKIH ŽRTEV,CESTA KRŠKIH ŽRTEV 136A,8270,45.941161,15.484993,2020-10-01T13:18:30Z,
2140,1,PETROL SEVNICA,PREŠERNOVA ULICA 9,8290,46.0077338,15.3050164,2020-10-01T13:18:30Z,
2141,1,PETROL ČATEŽ AC - JUG,RIMSKA CESTA 11,8250,45.891904,15.597607,2020-10-01T13:18:30Z,
2142,1,PETROL BIZELJSKO,BIZELJSKA CESTA 70,8259,46.01420273,15.69312736,2020-10-01T13:18:30Z,
2143,1,PETROL BREŽICE - CESTA SVOBODE,CESTA SVOBODE 1,8250,45.90080568,15.60410967,2020-10-01T13:18:30Z,
2144,1,PETROL BOŠTANJ PRI SEVNICI,BOŠTANJ 60A,8294,46.01439267,15.28799203,2020-10-01T13:18:30Z,
2145,1,PETROL OTOČEC - JUG,GRAJSKA CESTA 6,8222,45.83957835,15.23583099,2020-10-01T13:18:30Z,
2146,1,PETROL ČRNOMELJ - BELOKRANJSKA,BELOKRANJSKA CESTA 1,8340,45.57849993,15.19151321,2020-10-01T13:18:30Z,
2147,1,PETROL TREBNJE - POD GRADOM,CESTA VILME BUKOVEC 2,8210,45.90473997,15.00357364,2020-10-01T13:18:30Z,
2148,1,PETROL NOVO MESTO - SEIDLOVA,SEIDLOVA CESTA 50,8000,45.81283786,15.17472988,2020-10-01T13:18:30Z,
2149,1,PETROL BRESTANICA,CESTA PRVIH BORCEV 17,8280,45.995159,15.476035,2020-10-01T13:18:30Z,
2150,1,PETROL VAVTA VAS,VAVTA VAS 1A,8351,45.78222236,15.08335069,2020-10-01T13:18:30Z,
2151,1,PETROL SEMIČ,METLIŠKA CESTA 10,8333,45.65031764,15.18401353,2020-10-01T13:18:30Z,
2152,1,PETROL ŠENTJERNEJ,PRVOMAJSKA CESTA 10,8310,45.8438361,15.34063504,2020-10-01T13:18:30Z,
2153,1,PETROL DVOR PRI ŽUŽEMBERKU,DVOR 93,8361,45.80627184,14.97033528,2020-10-01T13:18:30Z,
2154,1,PETROL VINICA,VINICA 61,8344,45.45963416,15.2553875,2020-10-01T13:18:30Z,
2155,1,PETROL METLIKA - CESTA XV BRIGADE JUG,CESTA XV. BRIGADE 35,8330,45.64976238,15.30623221,2020-10-01T13:18:30Z,
2156,1,PETROL KRŠKO - CESTA 4. JULIJA,CESTA 4. JULIJA 74,8270,45.95503319,15.4985082,2020-10-01T13:18:30Z,
2157,1,PETROL TRŽIŠČE,TRŽIŠČE 14C,8295,45.96121483,15.19389224,2020-10-01T13:18:30Z,
2158,1,PETROL ČRNOMELJ - KOČEVJE,KOČEVJE 22B,8340,45.56606773,15.17772212,2020-10-01T13:18:30Z,
2159,1,PETROL DOBOVA,ULICA BRATOV GERJOVIČEV 24,8257,45.89537811,15.65616953,2020-10-01T13:18:30Z,
2160,1,PETROL ŠKOCJAN,DOLNJA STARA VAS 50,8275,45.89728,15.300093,2020-10-01T13:18:30Z,
2161,1,PETROL METLIKA - CESTA XV BRIGADE SEVER,CESTA XV. BRIGADE 34,8330,45.65043013,15.30556866,2020-10-01T13:18:30Z,
2162,1,PETROL OBREŽJE AC - VZHOD,JESENICE 32A,8261,45.85448,15.686297,2020-10-01T13:18:30Z,
2163,1,PETROL BREŽICE - TOVARNIŠKA,TOVARNIŠKA CESTA 2,8250,45.91870681,15.59341049,2020-10-01T13:18:30Z,
2164,1,PETROL SLOVENSKE  KONJICE,LIPTOVSKA ULICA 4,3210,46.34170285,15.43100146,2020-10-01T13:18:30Z,
2165,1,PETROL VELENJE - ŠALEŠKA,ŠALEŠKA CESTA 9,3320,46.3602501,15.12373353,2020-10-01T13:18:30Z,
2166,1,PETROL VRANSKO,VRANSKO 74A,3305,46.24594145,14.95996662,2020-10-01T13:18:30Z,
2167,1,PETROL CELJE - LJUBLJANSKA,LJUBLJANSKA CESTA 38,3000,46.235056,15.24900341,2020-10-01T13:18:30Z,
2168,1,PETROL CELJE - HUDINJA,MARIBORSKA CESTA 121,3000,46.247231,15.278929,2020-10-01T13:18:30Z,
2169,1,PETROL LJUBNO OB SAVINJI,LOKE 10,3333,46.33779188,14.83876308,2020-10-01T13:18:30Z,
2170,1,PETROL MOZIRJE,NA TRGU 55,3330,46.34033444,14.96889829,2020-10-01T13:18:30Z,
2171,1,PETROL VOJNIK,CELJSKA CESTA 35A,3212,46.28580502,15.30428269,2020-10-01T13:18:30Z,
2172,1,PETROL VELENJE - CELJSKA ZAHOD,CELJSKA CESTA 2,3320,46.35625568,15.11475697,2020-10-01T13:18:30Z,
2173,1,PETROL ŠENTRUPERT,ŠENTRUPERT 6B,3303,46.250078,15.075261,2020-10-01T13:18:30Z,
2174,1,PETROL PODČETRTEK,ZDRAVILIŠKA CESTA 27,3254,46.15162206,15.59945055,2020-10-01T13:18:30Z,
2175,1,PETROL TEPANJE AC - ZAHOD,SPODNJE GRUŠOVJE 10C,3210,46.348824,15.487582,2020-10-01T13:18:30Z,
2176,1,PETROL TEPANJE AC - VZHOD,SPODNJE GRUŠOVJE 10B,3210,46.347484,15.48757,2020-10-01T13:18:30Z,
2177,1,PETROL VITANJE,DOLIŠKA CESTA 24,3205,46.38539537,15.29788765,2020-10-01T13:18:30Z,
2178,1,PETROL CELJE - KIDRIČEVA JUG,KIDRIČEVA ULICA 28,3000,46.23481437,15.28266525,2020-10-01T13:18:30Z,
2179,1,PETROL KOZJE,KOZJE 23,3260,46.07309408,15.55856381,2020-10-01T13:18:30Z,
2180,1,PETROL CELJE - POLULE,CESTA V LAŠKO 4A,3000,46.21772911,15.26310535,2020-10-01T13:18:30Z,
2181,1,PETROL ZREČE,KOVAŠKA CESTA 29A,3214,46.37183166,15.39050014,2020-10-01T13:18:30Z,
2182,1,PETROL BISTRICA OB SOTLI,HRASTJE OB BISTRICI 1A,3256,46.0620292,15.6554536,2020-10-01T13:18:30Z,
2183,1,PETROL PONIKVA,PONIKVA 36A,3232,46.25437076,15.44383892,2020-10-01T13:18:30Z,
2184,1,PETROL SOLČAVA,SOLČAVA 12A,3335,46.419206,14.69457786,2020-10-01T13:18:30Z,
2185,1,PETROL PLANINA,PLANINA PRI SEVNICI 65H,3225,46.09842192,15.39765344,2020-10-01T13:18:30Z,
2186,1,PETROL ROGAŠKA SLATINA,SPODNJE NEGONJE 27A,3250,46.25266116,15.61686431,2020-10-01T13:18:30Z,
2187,1,PETROL ŠEMPETER V SAVINJSKI DOLINI,RIMSKA CESTA 106,3311,46.25830238,15.11406404,2020-10-01T13:18:30Z,
2188,1,PETROL LAŠKO,CELJSKA CESTA 40,3270,46.16731495,15.2329947,2020-10-01T13:18:30Z,
2189,1,PETROL GORNJI GRAD,SPODNJI TRG 34,3342,46.29907149,14.81925704,2020-10-01T13:18:30Z,
2190,1,PETROL CELJE - LANOVŽ,IPAVČEVA ULICA 19,3000,46.23718054,15.25657342,2020-10-01T13:18:30Z,
2191,1,PETROL ŠOŠTANJ,AŠKERČEVA CESTA 7,3325,46.37530944,15.04892524,2020-10-01T13:18:30Z,
2192,1,PETROL RADEČE,ULICA MILANA MAJCNA 40,1433,46.06279673,15.18155904,2020-10-01T13:18:30Z,
2193,1,PETROL VELENJE - CELJSKA VZHOD,CELJSKA CESTA 53,3320,46.350795,15.13198,2020-10-01T13:18:30Z,
2194,1,PETROL VELENJE - PARTIZANSKA,PARTIZANSKA CESTA 6,3320,46.35917056,15.10632852,2020-10-01T13:18:30Z,
2195,1,PETROL ŠMARJE PRI JELŠAH,ROGAŠKA CESTA 48,3240,46.23164686,15.52842878,2020-10-01T13:18:30Z,
2196,1,PETROL ROGATEC,CELJSKA CESTA 43,3252,46.226069,15.693021,2020-10-01T13:18:30Z,
2197,1,PETROL ŽALEC,GOTOVELJSKA CESTA 10,3310,46.256248,15.156901,2020-10-01T13:18:30Z,
2198,1,PETROL PODPLAT,PODPLAT 9,3241,46.244853,15.575872,2020-10-01T13:18:30Z,
2199,1,PETROL CELJE - MARIBORSKA,MARIBORSKA CESTA 21,3000,46.235447,15.270271,2020-10-01T13:18:30Z,
2200,1,PETROL CELJE - KIDRIČEVA SEVER,KIDRIČEVA ULICA 21,3000,46.23557589,15.27676905,2020-10-01T13:18:30Z,
2201,1,PETROL ZALOKE AC - JUG,ZALOKE 16,8274,45.908304,15.400616,2020-10-01T13:18:30Z,
2202,1,PETROL ZALOKE AC - SEVER,ZALOKE 15,8274,45.909601,15.400316,2020-10-01T13:18:30Z,
