ts,station_pk,franchise_pk
2024-11-27T14:34:35Z,2295,4
2024-11-29T13:36:48Z,2288,4
2024-12-03T12:55:52Z,2291,4
2024-12-05T09:32:23Z,2292,4
2024-12-05T09:32:23Z,2294,4
2024-12-11T10:38:17Z,786,4
2024-12-11T10:38:17Z,2290,4
2024-12-11T10:38:17Z,2293,4
2024-12-12T09:32:20Z,2289,4
2024-12-18T09:31:09Z,784,4
2024-12-18T09:31:09Z,785,4
2024-12-18T09:31:09Z,788,4
2025-10-17T10:35:17Z,774,2
2025-11-03T13:42:34Z,870,2
2025-11-13T04:40:37Z,2378,1
2025-11-17T08:44:10Z,863,2
2025-11-17T08:44:10Z,2374,2
2025-11-18T10:40:32Z,771,2
2025-11-18T10:40:32Z,780,2
2025-11-19T09:35:02Z,802,2
2025-11-19T09:35:02Z,862,2
2025-11-19T09:35:02Z,869,2
2025-11-19T09:35:02Z,875,2
2025-11-20T09:33:32Z,817,2
2025-11-20T09:33:32Z,834,2
2025-11-20T09:33:32Z,849,2
2025-11-20T09:33:32Z,872,2
2025-11-24T08:44:26Z,857,2
2025-11-24T09:39:37Z,807,2
2025-11-24T09:39:37Z,838,2
2025-11-24T09:39:37Z,873,2
2025-11-25T08:43:29Z,783,2
2025-11-25T08:43:29Z,836,2
2025-11-25T08:43:29Z,865,2
2025-11-25T08:43:29Z,2236,2
2025-11-26T08:43:06Z,812,2
2025-11-26T08:43:06Z,832,2
2025-11-26T08:43:06Z,845,2
2025-11-26T08:43:06Z,2373,2
2025-11-27T08:43:41Z,778,2
2025-11-27T08:43:41Z,852,2
2025-11-27T08:43:41Z,856,2
2025-11-27T08:43:41Z,867,2
2025-12-01T08:46:42Z,810,2
2025-12-01T08:46:42Z,811,2
2025-12-01T08:46:42Z,816,2
2025-12-01T08:46:42Z,855,2
2025-12-02T08:46:05Z,794,2
2025-12-02T08:46:05Z,820,2
2025-12-02T08:46:05Z,839,2
2025-12-02T08:46:05Z,859,2
2025-12-03T07:33:41Z,793,2
2025-12-03T07:33:41Z,819,2
2025-12-03T07:33:41Z,840,2
2025-12-03T07:33:41Z,866,2
2025-12-04T08:45:04Z,777,2
2025-12-04T08:45:04Z,813,2
2025-12-04T08:45:04Z,826,2
2025-12-04T08:45:04Z,847,2
2025-12-08T08:46:44Z,806,2
2025-12-08T08:46:44Z,809,2
2025-12-08T08:46:44Z,846,2
2025-12-08T08:46:44Z,858,2
2025-12-09T08:45:36Z,797,2
2025-12-09T08:45:36Z,823,2
2025-12-09T08:45:36Z,844,2
2025-12-09T08:45:36Z,2271,2
2025-12-10T08:45:01Z,782,2
2025-12-10T08:45:01Z,796,2
2025-12-10T08:45:01Z,841,2
2025-12-10T08:45:01Z,861,2
2025-12-11T08:45:37Z,808,2
2025-12-11T08:45:37Z,815,2
2025-12-11T08:45:37Z,824,2
2025-12-11T08:45:37Z,837,2
2025-12-15T08:48:19Z,773,2
2025-12-15T08:48:19Z,776,2
2025-12-15T08:48:19Z,798,2
2025-12-15T08:48:19Z,800,2
2025-12-15T08:48:19Z,871,2
2025-12-16T08:46:54Z,781,2
2025-12-16T08:46:54Z,818,2
2025-12-16T08:46:54Z,848,2
2025-12-16T08:46:54Z,851,2
2025-12-16T08:46:54Z,864,2
2025-12-17T08:46:34Z,775,2
2025-12-17T08:46:34Z,789,2
2025-12-17T08:46:34Z,804,2
2025-12-17T08:46:34Z,828,2
2025-12-17T08:46:34Z,854,2
2025-12-18T08:45:55Z,779,2
2025-12-18T08:45:55Z,814,2
2025-12-18T08:45:55Z,835,2
2025-12-18T08:45:55Z,842,2
2025-12-18T08:45:55Z,853,2
2026-01-07T08:47:27Z,788,2
2026-01-07T08:47:27Z,1548,2
2026-01-07T08:47:27Z,1554,2
2026-01-07T08:47:27Z,1560,2
2026-01-07T08:47:27Z,1564,2
2026-01-08T08:47:18Z,769,2
2026-01-08T08:47:18Z,1563,2
2026-01-08T08:47:18Z,2235,2
2026-01-08T08:47:18Z,2290,2
2026-01-08T08:47:18Z,2332,2
2026-01-12T08:49:15Z,785,2
2026-01-12T08:49:15Z,786,2
2026-01-12T08:49:15Z,1571,2
2026-01-12T08:49:15Z,1592,2
2026-01-12T08:49:15Z,2293,2
2026-01-13T08:48:07Z,784,2
2026-01-13T08:48:07Z,790,2
2026-01-13T08:48:07Z,1568,2
2026-01-13T08:48:07Z,2234,2
2026-01-13T08:48:07Z,2288,2
2026-01-14T08:54:06Z,791,2
2026-01-14T08:54:06Z,1553,2
2026-01-14T08:54:06Z,1555,2
2026-01-14T08:54:06Z,2283,2
2026-01-14T08:54:06Z,2289,2
2026-01-15T08:47:18Z,1559,2
2026-01-15T08:47:18Z,1576,2
2026-01-15T08:47:18Z,1587,2
2026-01-15T08:47:18Z,1591,2
2026-01-15T08:47:18Z,2294,2
2026-01-19T08:50:12Z,1557,2
2026-01-19T08:50:12Z,1579,2
2026-01-19T08:50:12Z,1590,2
2026-01-19T08:50:12Z,2286,2
2026-01-19T08:50:12Z,2291,2
2026-01-20T08:50:31Z,874,2
2026-01-20T08:50:31Z,1556,2
2026-01-20T08:50:31Z,1561,2
2026-01-20T08:50:31Z,1575,2
2026-01-20T08:50:31Z,2285,2
2026-01-21T08:48:47Z,1552,2
2026-01-21T08:48:47Z,1572,2
2026-01-21T08:48:47Z,2284,2
2026-01-21T08:48:47Z,2292,2
2026-01-22T09:47:10Z,1567,2
2026-01-22T09:47:10Z,1580,2
2026-01-22T09:47:10Z,1581,2
2026-01-22T09:47:10Z,1593,2
2026-01-22T09:47:10Z,2323,2
2026-01-23T09:45:13Z,2287,2
2026-01-23T10:45:33Z,2295,2
