ts,station_pk,fuel,price
2026-01-08T23:30:10Z,2135,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2136,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2138,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2139,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2144,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2147,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2164,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2168,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2172,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2175,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2176,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2197,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2200,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2201,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2202,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2207,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2212,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2214,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2216,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2218,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2220,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2227,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2228,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2229,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2230,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2231,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2232,avtoplin-lpg,0.889
2026-01-08T23:30:10Z,2233,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2272,avtoplin-lpg,0.849
2026-01-08T23:30:10Z,2378,avtoplin-lpg,0.849
2026-01-09T13:07:04Z,1923,100,1.743
2026-01-09T13:07:04Z,1945,100,1.743
2026-01-09T13:07:04Z,1949,100,1.743
2026-01-09T13:07:04Z,1976,100,1.743
2026-01-09T13:07:04Z,1977,100,1.743
2026-01-09T13:07:04Z,1978,100,1.743
2026-01-09T13:07:04Z,1997,100,1.743
2026-01-09T13:07:04Z,2000,100,1.743
2026-01-09T13:07:04Z,2008,100,1.743
2026-01-09T13:07:04Z,2009,100,1.743
2026-01-09T13:07:04Z,2018,100,1.743
2026-01-09T13:07:04Z,2019,100,1.743
2026-01-09T13:07:04Z,2026,100,1.743
2026-01-09T13:07:04Z,2027,100,1.743
2026-01-09T13:07:04Z,2030,100,1.743
2026-01-09T13:07:04Z,2031,100,1.743
2026-01-09T13:07:04Z,2032,100,1.743
2026-01-09T13:07:04Z,2059,100,1.743
2026-01-09T13:07:04Z,2060,100,1.743
2026-01-09T13:07:04Z,2088,100,1.743
2026-01-09T13:07:04Z,2089,100,1.743
2026-01-09T13:07:04Z,2095,100,1.743
2026-01-09T13:07:04Z,2096,100,1.743
2026-01-09T13:07:04Z,2100,100,1.743
2026-01-09T13:07:04Z,2101,100,1.743
2026-01-09T13:07:04Z,2120,100,1.743
2026-01-09T13:07:04Z,2123,100,1.743
2026-01-09T13:07:04Z,2141,100,1.743
2026-01-09T13:07:04Z,2162,100,1.743
2026-01-09T13:07:04Z,2175,100,1.743
2026-01-09T13:07:04Z,2176,100,1.743
2026-01-09T13:07:04Z,2201,100,1.743
2026-01-09T13:07:04Z,2202,100,1.743
2026-01-09T13:07:04Z,2216,100,1.743
2026-01-09T13:07:04Z,2229,100,1.743
2026-01-09T13:07:04Z,2230,100,1.743
2026-01-09T13:07:04Z,2231,100,1.743
2026-01-09T13:07:04Z,2232,100,1.743
2026-01-09T13:50:00Z,2060,100,1.723
2026-01-09T14:42:42Z,1997,100,1.723
2026-01-09T16:46:47Z,1923,100,1.723
2026-01-09T16:46:47Z,1945,100,1.723
2026-01-09T16:46:47Z,1949,100,1.723
2026-01-09T16:46:47Z,1976,100,1.723
2026-01-09T16:46:47Z,1977,100,1.723
2026-01-09T16:46:47Z,1978,100,1.723
2026-01-09T16:46:47Z,2000,100,1.723
2026-01-09T16:46:47Z,2008,100,1.723
2026-01-09T16:46:47Z,2009,100,1.723
2026-01-09T16:46:47Z,2018,100,1.723
2026-01-09T16:46:47Z,2019,100,1.723
2026-01-09T16:46:47Z,2026,100,1.723
2026-01-09T16:46:47Z,2027,100,1.723
2026-01-09T16:46:47Z,2030,100,1.723
2026-01-09T16:46:47Z,2031,100,1.723
2026-01-09T16:46:47Z,2032,100,1.723
2026-01-09T16:46:47Z,2059,100,1.723
2026-01-09T16:46:47Z,2088,100,1.723
2026-01-09T16:46:47Z,2089,100,1.723
2026-01-09T16:46:47Z,2095,100,1.723
2026-01-09T16:46:47Z,2096,100,1.723
2026-01-09T16:46:47Z,2100,100,1.723
2026-01-09T16:46:47Z,2101,100,1.723
2026-01-09T16:46:47Z,2120,100,1.723
2026-01-09T16:46:47Z,2123,100,1.723
2026-01-09T16:46:47Z,2141,100,1.723
2026-01-09T16:46:47Z,2162,100,1.723
2026-01-09T16:46:47Z,2175,100,1.723
2026-01-09T16:46:47Z,2176,100,1.723
2026-01-09T16:46:47Z,2201,100,1.723
2026-01-09T16:46:47Z,2202,100,1.723
2026-01-09T16:46:47Z,2216,100,1.723
2026-01-09T16:46:47Z,2229,100,1.723
2026-01-09T16:46:47Z,2230,100,1.723
2026-01-09T16:46:47Z,2231,100,1.723
2026-01-09T16:46:47Z,2232,100,1.723
2026-01-10T02:23:44Z,2059,cng,1.375
2026-01-10T02:23:44Z,2060,cng,1.375
2026-01-11T23:32:04Z,1923,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,1945,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,1949,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,1976,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,1977,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,1978,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2000,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2009,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2018,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2026,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2027,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2030,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2031,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2032,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2059,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2060,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2088,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2089,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2096,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2100,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2101,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2120,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2123,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2175,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2176,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2201,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2202,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2216,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2229,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2230,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2231,avtoplin-lpg,0.879
2026-01-11T23:32:04Z,2232,avtoplin-lpg,0.879
2026-01-12T11:33:18Z,786,dizel,1.406
2026-01-12T13:09:35Z,785,dizel,1.406
2026-01-12T13:09:35Z,788,dizel,1.406
2026-01-12T14:47:09Z,785,dizel,1.407
2026-01-12T14:47:09Z,786,dizel,1.407
2026-01-12T14:47:09Z,788,dizel,1.407
2026-01-12T23:29:11Z,769,95,1.384
2026-01-12T23:29:11Z,769,dizel,1.404
2026-01-12T23:29:11Z,771,100,1.608
2026-01-12T23:29:11Z,771,95,1.384
2026-01-12T23:29:11Z,771,KOEL,1.007
2026-01-12T23:29:11Z,771,dizel,1.404
2026-01-12T23:29:11Z,771,dizel-premium,1.561
2026-01-12T23:29:11Z,773,100,1.608
2026-01-12T23:29:11Z,773,95,1.384
2026-01-12T23:29:11Z,773,KOEL,1.007
2026-01-12T23:29:11Z,773,dizel,1.404
2026-01-12T23:29:11Z,774,100,1.608
2026-01-12T23:29:11Z,774,95,1.384
2026-01-12T23:29:11Z,774,dizel,1.404
2026-01-12T23:29:11Z,775,100,1.608
2026-01-12T23:29:11Z,775,95,1.384
2026-01-12T23:29:11Z,775,dizel,1.404
2026-01-12T23:29:11Z,775,dizel-premium,1.561
2026-01-12T23:29:11Z,776,100,1.608
2026-01-12T23:29:11Z,776,95,1.384
2026-01-12T23:29:11Z,776,KOEL,1.007
2026-01-12T23:29:11Z,776,dizel,1.404
2026-01-12T23:29:11Z,777,100,1.729
2026-01-12T23:29:11Z,777,95,1.384
2026-01-12T23:29:11Z,777,dizel,1.404
2026-01-12T23:29:11Z,778,100,1.729
2026-01-12T23:29:11Z,778,95,1.384
2026-01-12T23:29:11Z,778,dizel,1.404
2026-01-12T23:29:11Z,779,100,1.608
2026-01-12T23:29:11Z,779,95,1.384
2026-01-12T23:29:11Z,779,KOEL,1.007
2026-01-12T23:29:11Z,779,dizel,1.404
2026-01-12T23:29:11Z,780,100,1.608
2026-01-12T23:29:11Z,780,95,1.384
2026-01-12T23:29:11Z,780,KOEL,1.007
2026-01-12T23:29:11Z,780,dizel,1.404
2026-01-12T23:29:11Z,781,100,1.729
2026-01-12T23:29:11Z,781,95,1.384
2026-01-12T23:29:11Z,781,dizel,1.404
2026-01-12T23:29:11Z,782,100,1.729
2026-01-12T23:29:11Z,782,95,1.384
2026-01-12T23:29:11Z,782,dizel,1.404
2026-01-12T23:29:11Z,783,100,1.608
2026-01-12T23:29:11Z,783,95,1.384
2026-01-12T23:29:11Z,783,KOEL,1.007
2026-01-12T23:29:11Z,783,dizel,1.404
2026-01-12T23:29:11Z,784,dizel,1.404
2026-01-12T23:29:11Z,785,dizel,1.404
2026-01-12T23:29:11Z,786,dizel,1.404
2026-01-12T23:29:11Z,788,dizel,1.404
2026-01-12T23:29:11Z,789,100,1.608
2026-01-12T23:29:11Z,789,95,1.384
2026-01-12T23:29:11Z,789,dizel,1.404
2026-01-12T23:29:11Z,789,dizel-premium,1.561
2026-01-12T23:29:11Z,790,100,1.729
2026-01-12T23:29:11Z,790,95,1.384
2026-01-12T23:29:11Z,790,dizel,1.404
2026-01-12T23:29:11Z,791,100,1.729
2026-01-12T23:29:11Z,791,95,1.384
2026-01-12T23:29:11Z,791,dizel,1.404
2026-01-12T23:29:11Z,793,100,1.729
2026-01-12T23:29:11Z,793,95,1.384
2026-01-12T23:29:11Z,793,dizel,1.404
2026-01-12T23:29:11Z,794,95,1.384
2026-01-12T23:29:11Z,794,dizel,1.404
2026-01-12T23:29:11Z,796,100,1.729
2026-01-12T23:29:11Z,796,95,1.384
2026-01-12T23:29:11Z,796,dizel,1.404
2026-01-12T23:29:11Z,797,100,1.608
2026-01-12T23:29:11Z,797,95,1.384
2026-01-12T23:29:11Z,797,KOEL,1.007
2026-01-12T23:29:11Z,797,dizel,1.404
2026-01-12T23:29:11Z,797,dizel-premium,1.561
2026-01-12T23:29:11Z,798,100,1.608
2026-01-12T23:29:11Z,798,95,1.384
2026-01-12T23:29:11Z,798,dizel,1.404
2026-01-12T23:29:11Z,798,dizel-premium,1.561
2026-01-12T23:29:11Z,800,100,1.608
2026-01-12T23:29:11Z,800,95,1.384
2026-01-12T23:29:11Z,800,dizel,1.404
2026-01-12T23:29:11Z,800,dizel-premium,1.561
2026-01-12T23:29:11Z,802,100,1.608
2026-01-12T23:29:11Z,802,95,1.384
2026-01-12T23:29:11Z,802,dizel,1.404
2026-01-12T23:29:11Z,804,100,1.658
2026-01-12T23:29:11Z,804,95,1.384
2026-01-12T23:29:11Z,804,dizel,1.404
2026-01-12T23:29:11Z,804,dizel-premium,1.611
2026-01-12T23:29:11Z,806,100,1.608
2026-01-12T23:29:11Z,806,95,1.384
2026-01-12T23:29:11Z,806,dizel,1.404
2026-01-12T23:29:11Z,807,100,1.608
2026-01-12T23:29:11Z,807,95,1.384
2026-01-12T23:29:11Z,807,KOEL,1.007
2026-01-12T23:29:11Z,807,dizel,1.404
2026-01-12T23:29:11Z,807,dizel-premium,1.561
2026-01-12T23:29:11Z,808,100,1.608
2026-01-12T23:29:11Z,808,95,1.384
2026-01-12T23:29:11Z,808,dizel,1.404
2026-01-12T23:29:11Z,809,100,1.608
2026-01-12T23:29:11Z,809,95,1.384
2026-01-12T23:29:11Z,809,dizel,1.404
2026-01-12T23:29:11Z,810,100,1.608
2026-01-12T23:29:11Z,810,95,1.384
2026-01-12T23:29:11Z,810,KOEL,1.007
2026-01-12T23:29:11Z,810,dizel,1.404
2026-01-12T23:29:11Z,810,dizel-premium,1.561
2026-01-12T23:29:11Z,811,95,1.384
2026-01-12T23:29:11Z,811,dizel,1.404
2026-01-12T23:29:11Z,812,100,1.608
2026-01-12T23:29:11Z,812,95,1.384
2026-01-12T23:29:11Z,812,dizel,1.404
2026-01-12T23:29:11Z,812,dizel-premium,1.561
2026-01-12T23:29:11Z,813,100,1.608
2026-01-12T23:29:11Z,813,95,1.384
2026-01-12T23:29:11Z,813,dizel,1.404
2026-01-12T23:29:11Z,814,100,1.608
2026-01-12T23:29:11Z,814,95,1.384
2026-01-12T23:29:11Z,814,KOEL,1.007
2026-01-12T23:29:11Z,814,dizel,1.404
2026-01-12T23:29:11Z,815,100,1.608
2026-01-12T23:29:11Z,815,95,1.384
2026-01-12T23:29:11Z,815,KOEL,1.007
2026-01-12T23:29:11Z,815,dizel,1.404
2026-01-12T23:29:11Z,815,dizel-premium,1.561
2026-01-12T23:29:11Z,816,100,1.608
2026-01-12T23:29:11Z,816,95,1.384
2026-01-12T23:29:11Z,816,dizel,1.404
2026-01-12T23:29:11Z,817,100,1.608
2026-01-12T23:29:11Z,817,95,1.384
2026-01-12T23:29:11Z,817,dizel,1.404
2026-01-12T23:29:11Z,817,dizel-premium,1.561
2026-01-12T23:29:11Z,818,100,1.608
2026-01-12T23:29:11Z,818,95,1.384
2026-01-12T23:29:11Z,818,dizel,1.404
2026-01-12T23:29:11Z,819,100,1.608
2026-01-12T23:29:11Z,819,95,1.384
2026-01-12T23:29:11Z,819,dizel,1.404
2026-01-12T23:29:11Z,819,dizel-premium,1.561
2026-01-12T23:29:11Z,820,100,1.608
2026-01-12T23:29:11Z,820,95,1.384
2026-01-12T23:29:11Z,820,dizel,1.404
2026-01-12T23:29:11Z,820,dizel-premium,1.561
2026-01-12T23:29:11Z,823,100,1.729
2026-01-12T23:29:11Z,823,95,1.384
2026-01-12T23:29:11Z,823,dizel,1.404
2026-01-12T23:29:11Z,824,95,1.384
2026-01-12T23:29:11Z,824,dizel,1.404
2026-01-12T23:29:11Z,826,100,1.608
2026-01-12T23:29:11Z,826,95,1.384
2026-01-12T23:29:11Z,826,KOEL,1.007
2026-01-12T23:29:11Z,826,dizel,1.404
2026-01-12T23:29:11Z,828,100,1.729
2026-01-12T23:29:11Z,828,95,1.384
2026-01-12T23:29:11Z,828,dizel,1.404
2026-01-12T23:29:11Z,832,95,1.384
2026-01-12T23:29:11Z,832,dizel,1.404
2026-01-12T23:29:11Z,834,100,1.608
2026-01-12T23:29:11Z,834,95,1.384
2026-01-12T23:29:11Z,834,KOEL,1.007
2026-01-12T23:29:11Z,834,dizel,1.404
2026-01-12T23:29:11Z,835,100,1.608
2026-01-12T23:29:11Z,835,95,1.384
2026-01-12T23:29:11Z,835,KOEL,1.007
2026-01-12T23:29:11Z,835,dizel,1.404
2026-01-12T23:29:11Z,835,dizel-premium,1.561
2026-01-12T23:29:11Z,836,100,1.608
2026-01-12T23:29:11Z,836,95,1.384
2026-01-12T23:29:11Z,836,dizel,1.404
2026-01-12T23:29:11Z,836,dizel-premium,1.561
2026-01-12T23:29:11Z,837,100,1.729
2026-01-12T23:29:11Z,837,95,1.384
2026-01-12T23:29:11Z,837,dizel,1.404
2026-01-12T23:29:11Z,838,100,1.608
2026-01-12T23:29:11Z,838,95,1.384
2026-01-12T23:29:11Z,838,KOEL,1.007
2026-01-12T23:29:11Z,838,dizel,1.404
2026-01-12T23:29:11Z,838,dizel-premium,1.561
2026-01-12T23:29:11Z,839,100,1.608
2026-01-12T23:29:11Z,839,95,1.384
2026-01-12T23:29:11Z,839,dizel,1.404
2026-01-12T23:29:11Z,840,100,1.608
2026-01-12T23:29:11Z,840,95,1.384
2026-01-12T23:29:11Z,840,dizel,1.404
2026-01-12T23:29:11Z,840,dizel-premium,1.561
2026-01-12T23:29:11Z,841,100,1.608
2026-01-12T23:29:11Z,841,95,1.384
2026-01-12T23:29:11Z,841,dizel,1.404
2026-01-12T23:29:11Z,841,dizel-premium,1.561
2026-01-12T23:29:11Z,842,100,1.608
2026-01-12T23:29:11Z,842,95,1.384
2026-01-12T23:29:11Z,842,KOEL,1.007
2026-01-12T23:29:11Z,842,dizel,1.404
2026-01-12T23:29:11Z,844,100,1.729
2026-01-12T23:29:11Z,844,95,1.384
2026-01-12T23:29:11Z,844,dizel,1.404
2026-01-12T23:29:11Z,845,100,1.729
2026-01-12T23:29:11Z,845,95,1.384
2026-01-12T23:29:11Z,845,dizel,1.404
2026-01-12T23:29:11Z,846,100,1.608
2026-01-12T23:29:11Z,846,95,1.384
2026-01-12T23:29:11Z,846,KOEL,1.007
2026-01-12T23:29:11Z,846,dizel,1.404
2026-01-12T23:29:11Z,847,95,1.384
2026-01-12T23:29:11Z,847,dizel,1.404
2026-01-12T23:29:11Z,848,95,1.384
2026-01-12T23:29:11Z,848,dizel,1.404
2026-01-12T23:29:11Z,849,100,1.608
2026-01-12T23:29:11Z,849,95,1.384
