ts,station_pk,fuel,price
2020-10-01T13:18:30Z,766,100,1.129
2020-10-01T13:18:30Z,766,95,1.000
2020-10-01T13:18:30Z,766,dizel,1.000
2020-10-01T13:18:30Z,767,100,1.129
2020-10-01T13:18:30Z,767,95,1.000
2020-10-01T13:18:30Z,767,KOEL,0.777
2020-10-01T13:18:30Z,767,dizel,1.000
2020-10-01T13:18:30Z,768,100,1.169
2020-10-01T13:18:30Z,768,95,1.029
2020-10-01T13:18:30Z,768,dizel,1.019
2020-10-01T13:18:30Z,768,dizel-premium,1.239
2020-10-01T13:18:30Z,769,95,1.000
2020-10-01T13:18:30Z,769,dizel,1.000
2020-10-01T13:18:30Z,770,100,1.129
2020-10-01T13:18:30Z,770,95,1.000
2020-10-01T13:18:30Z,770,dizel,1.000
2020-10-01T13:18:30Z,771,100,1.129
2020-10-01T13:18:30Z,771,95,1.000
2020-10-01T13:18:30Z,771,KOEL,0.777
2020-10-01T13:18:30Z,771,dizel,1.000
2020-10-01T13:18:30Z,772,100,1.129
2020-10-01T13:18:30Z,772,95,1.000
2020-10-01T13:18:30Z,772,dizel,1.000
2020-10-01T13:18:30Z,773,100,1.129
2020-10-01T13:18:30Z,773,95,1.000
2020-10-01T13:18:30Z,773,KOEL,0.777
2020-10-01T13:18:30Z,773,dizel,1.000
2020-10-01T13:18:30Z,774,100,1.129
2020-10-01T13:18:30Z,774,95,1.000
2020-10-01T13:18:30Z,774,dizel,1.000
2020-10-01T13:18:30Z,775,100,1.129
2020-10-01T13:18:30Z,775,95,1.000
2020-10-01T13:18:30Z,775,dizel,1.000
2020-10-01T13:18:30Z,776,100,1.129
2020-10-01T13:18:30Z,776,95,1.000
2020-10-01T13:18:30Z,776,KOEL,0.777
2020-10-01T13:18:30Z,776,dizel,1.000
2020-10-01T13:18:30Z,777,100,1.169
2020-10-01T13:18:30Z,777,95,1.039
2020-10-01T13:18:30Z,777,dizel,1.029
2020-10-01T13:18:30Z,777,dizel-premium,1.239
2020-10-01T13:18:30Z,778,100,1.169
2020-10-01T13:18:30Z,778,95,1.039
2020-10-01T13:18:30Z,778,dizel,1.029
2020-10-01T13:18:30Z,778,dizel-premium,1.239
2020-10-01T13:18:30Z,779,100,1.129
2020-10-01T13:18:30Z,779,95,1.000
2020-10-01T13:18:30Z,779,KOEL,0.777
2020-10-01T13:18:30Z,779,dizel,1.000
2020-10-01T13:18:30Z,780,100,1.129
2020-10-01T13:18:30Z,780,95,1.000
2020-10-01T13:18:30Z,780,KOEL,0.777
2020-10-01T13:18:30Z,780,dizel,1.000
2020-10-01T13:18:30Z,781,100,1.169
